timestamp,tgs2600,tgs2603,tgs2611,tgs2602,micsD,micsH,micsA,temp,humi
0,4449054,4826355,800344,3724665,8225604,8229686,7056674,26256,28483
10,4449126,4826314,800313,3724318,8164866,8167809,7018921,26248,28482
20,4449087,4826455,800322,3724581,8155640,8157952,7015131,26224,28478
30,4448929,4826579,800342,3723982,8154392,8156446,7014025,26224,28486
40,4449068,4826603,800449,3724272,8154050,8156156,7013850,26216,28492
50,4448885,4826509,800363,3724107,8154041,8156074,7013817,26200,28489
60,4449037,4826770,800320,3724930,8153922,8156052,7014446,26240,28489
70,4449015,4826710,800326,3724364,8153831,8156103,7014287,26232,28495
80,4449120,4826878,800275,3724673,8153919,8156083,7014582,26248,28474
90,4449192,4826906,800296,3724190,8154037,8156053,7014571,26232,28495
100,4449157,4826996,800264,3724275,8153898,8155916,7014272,26224,28478
110,4449125,4827196,800298,3723972,8153851,8156006,7014458,26240,28481
120,4449028,4827044,800291,3723623,8153902,8156155,7014502,26232,28519
130,4449163,4827262,800255,3724242,8153804,8155912,7014467,26216,28500
140,4449068,4827406,800250,3724306,8154032,8156127,7014346,26248,28482
150,4449099,4827469,800247,3724349,8154271,8156224,7014629,26240,28497
160,4449045,4827544,800201,3724138,8154102,8156163,7014818,26248,28482
170,4449174,4827516,800358,3724273,8154050,8156060,7014385,26256,28499
180,4449191,4827750,800313,3724437,8153886,8156168,7013729,26232,28495
190,4449057,4827633,800286,3724057,8153880,8156014,7013884,26208,28499
200,4449199,4827650,800280,3723666,8153883,8156140,7013640,26232,28479
210,4449302,4827817,800226,3723573,8153937,8156044,7013978,26208,28507
220,4449277,4827985,800241,3723787,8153773,8155942,7014110,26240,28497
230,4449322,4827953,800256,3723818,8154020,8156042,7014190,26256,28499
240,4449191,4828096,800281,3723983,8154177,8156067,7014041,26240,28497
250,4449336,4828165,800257,3723426,8153925,8156190,7014669,26232,28471
260,4449312,4828385,800302,3723735,8154144,8156190,7014626,26208,28491
270,4449374,4828271,800221,3723801,8154084,8156083,7014650,26216,28492
280,4449468,4828350,800327,3723982,8153988,8156170,7014463,26248,28506
290,4449233,4828449,800255,3723794,8154028,8156230,7014016,26224,28486
300,4449184,4828610,800305,3723102,8154073,8156175,7014198,26248,28482
310,4449155,4828644,800219,3723860,8154049,8156325,7013557,26208,28467
320,4449197,4828724,800261,3723738,8153902,8156247,7014235,26240,28513
330,4449267,4828714,800258,3723670,8153967,8156050,7014560,26232,28479
340,4449428,4829008,800238,3723673,8153945,8156027,7014176,26240,28505
350,4449495,4829140,800271,3723955,8154191,8156395,7014495,26216,28500
360,4449428,4828989,800254,3723231,8154071,8156137,7014569,26224,28486
370,4449452,4829067,800325,3723361,8154058,8156230,7014551,26216,28460
380,4449529,4829307,800334,3723126,8154069,8156191,7014677,26224,28494
390,4449513,4829228,800283,3722837,8153912,8156163,7014624,26256,28491
400,4449553,4829533,800232,3723620,8154241,8156245,7014826,26232,28495
410,4449583,4829479,800219,3723725,8154029,8156210,7014311,26240,28505
420,4449515,4829552,800242,3723320,8154089,8156041,7014092,26216,28476
430,4449352,4829545,800252,3723166,8154014,8156097,7014292,26224,28494
440,4449430,4829720,800272,3723393,8153964,8156151,7014588,26224,28502
