timestamp,tgs2600,tgs2603,tgs2611,tgs2602,micsD,micsH,micsA,temp,humi
0,4756987,3927405,380711,3202284,8228290,8232791,7500504,27880,16479
10,4756795,3927255,380748,3202184,8168257,8171181,7454767,27880,16471
20,4756022,3927140,380785,3201895,8159249,8161681,7449016,27848,16457
30,4757175,3926968,380778,3202102,8157848,8159922,7448316,27864,16468
40,4757300,3926760,380738,3201725,8157855,8159996,7448289,27848,16449
50,4757388,3926472,380753,3201668,8157262,8159496,7448441,27880,16479
60,4756619,3926349,380802,3201338,8157576,8159780,7448687,27848,16465
70,4757160,3926269,380796,3201184,8157105,8159663,7448645,27856,16475
80,4757017,3926053,380818,3201630,8157579,8159517,7448790,27848,16457
90,4756888,3926015,380794,3201426,8157326,8159653,7448498,27840,16440
100,4756579,3925593,380757,3201333,8157387,8159556,7448739,27872,16470
110,4756715,3925608,380792,3201279,8157252,8159642,7448642,27848,16465
120,4756348,3925582,380795,3201167,8157266,8159459,7448442,27848,16457
130,4756444,3925322,380743,3201264,8157288,8159721,7448484,27856,16475
140,4757138,3925257,380755,3201354,8157279,8159398,7448277,27872,16454
150,4757162,3925093,380773,3201505,8157357,8159726,7448361,27856,16467
160,4757154,3925070,380787,3201125,8157515,8159751,7448775,27880,16455
170,4757021,3924788,380736,3201190,8157464,8159556,7448591,27872,16478
180,4757173,3924579,380823,3201331,8157486,8159758,7448631,27856,16467
190,4757399,3924529,380779,3201039,8157446,8159818,7448788,27880,16463
200,4756989,3924509,380785,3201163,8157382,8159832,7448446,27880,16471
210,4756803,3924227,380777,3201310,8157237,8159706,7448157,27888,16473
220,4756300,3924002,380834,3201277,8157723,8160086,7448248,27864,16468
230,4756717,3923932,380754,3200859,8157286,8159674,7447822,27880,16463
240,4756579,3923611,380759,3201096,8157238,8159766,7448313,27880,16495
250,4756077,3923416,380734,3200956,8157048,8159463,7448201,27856,16475
260,4756028,3923296,380842,3201320,8157477,8159588,7448082,27888,16481
270,4755820,3923283,380768,3201220,8157347,8159598,7448295,27856,16459
280,4756019,3923090,380764,3201064,8157341,8159635,7448288,27872,16470
290,4756882,3922834,380799,3201245,8157351,8159682,7448336,27856,16483
300,4756929,3922647,380749,3200920,8157185,8159629,7448573,27848,16465
310,4756529,3922684,380763,3201444,8157079,8159541,7448192,27880,16455
320,4756822,3922523,380765,3201227,8157497,8159658,7448546,27856,16475
330,4757314,3922369,380757,3201170,8157521,8159801,7448323,27864,16452
340,4756693,3922172,380813,3200839,8157281,8159576,7448156,27880,16487
350,4756735,3922065,380821,3201090,8157276,8159466,7448155,27888,16465
360,4757311,3921902,380801,3200811,8157290,8159765,7448557,27856,16467
370,4757050,3921574,380797,3201057,8157226,8159556,7448553,27880,16455
380,4756838,3921402,380771,3200950,8157589,8159831,7448592,27872,16478
390,4756752,3921323,380798,3200823,8157116,8159632,7448057,27888,16457
400,4756697,3921356,380745,3200738,8157269,8159528,7448053,27904,16476
410,4756193,3921235,380741,3201308,8157300,8159606,7448164,27888,16489
420,4757068,3920930,380787,3201144,8157297,8159620,7448550,27856,16475
430,4757309,3920728,380783,3201011,8157325,8159535,7447901,27888,16481
440,4756321,3920620,380818,3201194,8157536,8159719,7448043,27872,16478
