time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
640022,-0.05,-0.09,1.01,2.56,-1.95,1.83
640037,-0.03,-0.07,1.00,5.43,-1.46,3.36
640053,-0.03,-0.12,1.00,2.26,-1.59,5.86
640069,-0.01,-0.15,1.01,0.55,-1.71,11.05
640085,0.01,-0.15,1.00,2.08,-1.59,15.08
640101,0.00,-0.18,1.00,0.92,-1.53,17.40
640117,0.01,-0.16,1.01,3.85,-1.59,16.78
640133,0.00,-0.20,1.01,0.92,-1.53,15.50
640149,-0.00,-0.22,1.01,0.37,-1.59,9.89
640165,0.00,-0.27,1.01,0.98,-1.59,4.52
640181,0.01,-0.30,1.01,1.16,-1.53,1.95
640197,0.01,-0.36,1.01,1.53,-1.83,-0.79
640213,-0.00,-0.05,1.00,1.83,-1.83,1.28
640229,0.01,-0.04,1.01,4.64,-1.83,2.93
640245,0.04,-0.15,1.01,0.49,-1.65,16.42
640261,0.01,-0.23,1.01,-2.01,-1.53,28.99
640277,-0.00,-0.26,1.01,-3.85,-1.59,30.82
640293,-0.00,-0.31,1.02,-9.52,-1.89,24.60
640309,-0.01,-0.32,1.01,-13.73,-1.95,11.84
640325,-0.02,-0.33,1.01,-13.31,-1.83,5.68
640341,-0.05,-0.29,1.00,-11.78,-1.65,-5.37
640357,-0.05,-0.28,1.00,-9.22,-1.34,-14.83
640373,-0.02,-0.27,0.99,-5.62,-1.95,-18.07
640389,-0.02,-0.27,1.00,0.79,-1.83,-22.77
640405,-0.02,-0.29,0.96,8.12,-2.38,-26.73
640421,-0.03,-0.26,1.00,11.60,-3.23,-27.95
640437,-0.04,-0.15,1.03,15.38,-1.34,-31.19
640453,-0.05,-0.13,1.01,12.39,-1.65,-30.64
640469,-0.05,-0.10,0.94,5.98,-1.95,-26.18
640485,-0.06,-0.04,1.03,16.30,-2.26,-16.42
640501,-0.04,-0.01,1.03,9.95,-1.77,-15.08
640517,-0.07,-0.07,1.01,-3.60,-2.01,-10.56
640533,-0.05,-0.11,0.92,-11.47,-2.50,-7.57
640549,-0.06,-0.07,0.98,-1.77,-1.65,-5.98
640565,-0.04,-0.02,1.00,5.31,-2.01,-3.36
640581,-0.06,-0.04,0.96,9.83,-1.53,-0.79
640597,-0.07,0.02,1.02,21.42,-1.10,-1.34
640613,-0.08,0.10,1.02,6.41,-2.38,-13.61
640629,-0.06,0.13,1.00,-0.06,-3.36,-31.86
640645,-0.03,0.14,0.98,0.06,-3.91,-41.26
640661,0.01,0.24,1.02,8.18,-2.87,-55.73
640677,0.02,0.38,0.99,-3.05,-2.81,-61.28
640693,0.02,0.47,1.00,0.73,-2.26,-59.39
640709,0.03,0.59,1.00,1.34,-2.20,-49.44
640725,0.07,0.62,0.99,1.95,-2.20,-28.38
640741,0.10,0.62,0.99,0.49,-1.95,-16.60
640757,0.16,0.59,0.99,1.28,-1.89,1.77
640773,-0.01,0.17,0.98,-3.23,-1.83,2.44
640789,0.02,0.20,1.00,1.59,-2.14,-2.62
640805,0.05,0.27,0.99,0.00,-2.32,-13.79
640821,0.04,0.34,0.99,1.77,-1.95,-16.42
640837,0.04,0.36,1.00,3.91,-2.01,-14.53
640853,0.05,0.36,1.00,2.87,-2.08,-4.58
640869,0.05,0.34,1.00,4.46,-2.01,9.89
640885,0.06,0.31,1.00,4.21,-1.65,17.15
640901,0.05,0.27,1.00,3.54,-1.89,31.01
640917,0.00,0.19,1.00,1.04,-1.10,41.56
640933,-0.01,0.16,1.00,1.46,-0.98,45.41
640949,-0.03,0.11,0.99,1.46,-0.61,49.13
640965,-0.03,0.06,1.00,3.17,-0.61,48.71
640981,-0.03,0.03,1.01,3.42,-0.79,48.16
640997,-0.03,0.00,1.01,0.85,-1.53,46.39
641013,-0.05,-0.04,1.00,-8.42,-2.44,41.14
641029,-0.05,-0.06,0.97,-10.62,-2.20,38.57
641045,-0.07,-0.03,1.01,10.19,-1.10,31.49
641061,-0.05,-0.03,1.01,7.39,-1.10,21.97
641077,-0.05,-0.03,1.01,3.78,-1.22,20.81
641093,-0.05,-0.07,1.01,1.10,-1.46,23.32
641109,-0.04,-0.10,1.01,0.67,-1.71,26.55
641125,-0.04,-0.11,1.01,1.77,-2.01,26.12
641141,-0.03,-0.10,1.00,3.23,-1.28,23.38
641157,-0.03,-0.15,0.99,-3.36,-1.10,22.09
641173,-0.04,-0.14,1.01,1.53,-1.34,23.62
641189,-0.03,-0.14,1.01,3.48,-1.46,27.04
641205,-0.02,-0.16,1.01,0.92,-1.77,28.63
641221,-0.02,-0.19,1.01,1.16,-1.83,27.10
641237,-0.02,-0.19,1.01,2.93,-1.46,22.71
641253,-0.01,-0.21,1.01,3.30,-1.28,22.16
641269,-0.01,-0.25,1.00,-0.43,-1.40,21.79
641285,-0.02,-0.28,1.01,0.24,-1.59,21.12
641301,-0.00,-0.35,1.01,-1.83,-1.53,18.68
641317,0.00,-0.35,1.01,-0.79,-1.59,14.65
641333,0.01,-0.12,0.97,-0.06,-1.77,3.91
641349,0.00,-0.02,1.00,4.46,-1.83,2.62
641365,-0.03,-0.07,1.01,4.03,-1.59,5.07
641381,-0.02,-0.11,1.01,2.44,-1.65,17.88
641397,-0.02,-0.13,1.01,0.67,-1.59,27.10
641413,-0.01,-0.17,1.01,-0.12,-1.65,27.95
641429,-0.00,-0.22,1.00,1.04,-1.40,24.84
641445,0.00,-0.24,1.00,1.16,-1.71,19.04
641461,0.01,-0.25,1.01,0.37,-1.95,15.20
641477,-0.03,-0.26,1.01,-3.60,-2.44,4.03
641493,-0.04,-0.25,1.00,-4.82,-2.38,-11.84
641509,-0.04,-0.23,1.01,-3.66,-2.26,-19.04
641525,-0.04,-0.19,1.00,2.56,-1.59,-29.85
641541,-0.03,-0.17,1.01,4.94,-1.59,-33.45
641557,-0.02,-0.12,1.01,3.48,-2.20,-35.83
641573,-0.01,-0.10,1.00,-1.65,-2.56,-33.69
641589,0.00,-0.02,0.99,-3.72,-2.56,-32.10
641605,-0.03,-0.09,0.99,6.96,-2.01,-28.08
641621,-0.03,-0.07,1.03,8.00,-1.77,-27.71
641637,-0.02,-0.08,0.99,4.46,-1.65,-26.73
641653,-0.04,-0.08,1.01,4.03,-2.69,-22.03
641669,-0.01,-0.03,0.99,-7.69,-2.69,-22.22
641685,-0.02,-0.08,0.96,-10.56,-2.56,-21.48
641701,0.00,-0.02,0.99,-1.83,-2.69,-19.96
641717,-0.02,0.03,0.98,14.95,-1.71,-18.37
641733,-0.02,0.07,1.00,23.44,-0.85,-19.71
641749,-0.01,0.15,1.01,3.66,-1.95,-27.34
641765,0.01,0.19,1.00,0.00,-2.75,-26.00
641781,0.01,0.22,1.00,0.24,-2.75,-24.84
641797,0.01,0.26,1.00,0.00,-3.11,-23.01
641813,0.01,0.28,1.00,1.53,-2.75,-18.68
641829,0.01,0.30,1.00,3.05,-2.62,-14.40
641845,0.00,0.26,1.01,0.24,-1.95,-2.62
641861,0.01,0.21,1.00,-0.37,-1.65,7.02
641877,0.01,0.18,1.00,-0.18,-1.65,8.91
641893,0.01,0.17,1.00,-1.28,-1.83,6.90
641909,0.02,0.20,1.00,-3.72,-2.01,-3.54
641925,0.03,0.22,1.00,-4.21,-2.08,-11.66
641941,0.07,0.22,1.00,-1.53,-2.08,-22.52
641957,0.01,0.18,1.01,-5.55,-2.20,-16.11
641973,0.01,0.09,0.98,-6.10,-2.26,-16.85
