time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
140022,0.03,0.07,0.84,-16.17,30.70,0.49
140037,0.05,0.08,0.85,-17.52,36.93,-2.81
140053,0.02,0.11,0.91,-21.91,48.34,-9.16
140069,0.00,0.13,0.93,-22.77,54.14,-12.33
140085,-0.02,0.13,0.99,-21.79,55.36,-11.72
140101,-0.05,0.12,1.04,-16.97,59.57,-8.73
140117,-0.07,0.11,1.08,-17.70,66.35,-6.65
140133,-0.09,0.07,1.19,-18.92,70.31,-4.52
140149,-0.06,0.04,1.30,-18.19,72.75,-3.48
140165,-0.05,0.06,1.36,-16.54,66.28,-7.26
140181,-0.06,0.05,1.46,-16.97,63.29,-10.62
140197,-0.15,0.06,1.51,-7.26,67.69,-11.96
140213,-0.21,0.11,1.59,18.37,63.42,-7.45
140229,-0.24,0.08,1.40,3.97,36.50,-10.93
140245,-0.22,0.10,1.32,-3.97,19.84,-18.07
140261,-0.19,0.13,1.28,-0.85,13.85,-17.76
140277,-0.18,0.15,1.20,-3.17,6.77,-13.43
140293,-0.15,0.13,1.17,-15.93,9.09,-6.04
140309,-0.13,0.11,1.16,-18.62,11.11,-1.40
140325,-0.12,0.05,1.15,-14.04,13.00,5.92
140341,-0.15,0.02,1.16,-9.83,11.23,7.51
140357,-0.16,0.02,1.16,-10.50,9.77,4.58
140373,-0.20,0.02,1.17,-13.55,4.88,-3.11
140389,-0.20,0.03,1.18,-16.30,-1.10,-5.19
140405,-0.19,0.04,1.19,-14.22,-4.33,-4.27
140421,-0.20,0.04,1.21,-7.63,-9.03,-2.81
140437,-0.19,0.06,1.23,-4.64,-9.34,-1.83
140453,-0.19,0.07,1.25,-4.76,-8.61,-2.01
140469,-0.19,0.06,1.28,-4.52,-7.69,-0.24
140485,-0.18,0.06,1.32,0.24,-6.47,1.40
140501,-0.18,0.08,1.34,3.42,-7.08,1.65
140517,-0.17,0.09,1.37,5.92,-11.84,4.33
140533,-0.14,0.07,1.35,8.54,-18.98,10.56
140549,-0.14,0.05,1.34,9.70,-22.52,12.57
140565,-0.13,0.01,1.31,7.32,-27.10,12.76
140581,-0.13,-0.02,1.27,5.31,-30.03,9.89
140597,-0.13,-0.02,1.26,7.75,-30.46,8.24
140613,-0.13,-0.01,1.22,12.88,-32.10,4.39
140629,-0.12,0.01,1.18,14.16,-33.39,2.75
