time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
190022,-0.13,0.13,1.00,-0.49,-2.38,-8.48
190037,-0.15,0.11,1.00,-1.28,-2.56,-6.16
190053,-0.14,0.10,1.00,-0.24,-2.44,-4.03
190069,-0.16,0.11,1.00,1.04,-1.83,-3.30
190085,-0.16,0.11,1.00,2.01,-1.89,-0.92
190101,-0.18,0.08,1.00,4.82,-1.46,4.76
190117,-0.19,0.08,1.00,3.66,-1.34,11.78
190133,-0.19,0.08,1.00,2.87,-0.79,14.83
190149,-0.20,0.05,1.01,1.53,-0.92,21.18
190165,-0.18,0.01,1.01,1.04,-1.22,28.20
190181,-0.17,-0.01,1.00,0.18,-1.65,31.80
190197,-0.18,-0.05,1.00,-0.79,-1.95,36.80
190213,-0.17,-0.06,1.00,1.59,-1.83,37.84
190229,-0.15,-0.07,1.00,1.53,-2.26,37.84
190245,-0.17,-0.09,1.00,-0.37,-1.28,38.94
190261,-0.14,-0.13,1.01,0.92,-0.55,37.78
190277,-0.13,-0.13,1.00,1.59,-0.67,37.41
190293,-0.12,-0.14,1.00,0.24,-1.04,37.96
190309,-0.07,-0.19,1.01,-0.37,-1.89,38.02
190325,-0.04,-0.21,0.98,0.85,-2.50,37.60
190341,-0.03,-0.26,1.00,3.42,-1.77,33.39
190357,-0.01,-0.24,1.01,0.79,-0.79,26.98
190373,-0.00,-0.22,1.01,1.28,-1.10,25.33
190389,-0.01,-0.18,1.00,0.98,-1.34,25.33
190405,-0.01,-0.19,1.00,0.61,-1.34,24.66
190421,0.02,-0.20,1.01,2.32,-1.53,24.35
190437,0.03,-0.23,1.01,3.48,-1.59,23.62
190453,0.07,-0.25,1.01,1.16,-1.28,19.90
190469,0.08,-0.24,1.01,1.40,-1.28,15.93
190485,0.11,-0.22,1.00,2.69,-1.95,8.48
190501,0.10,-0.19,1.01,1.22,-1.59,2.81
190517,0.09,-0.17,1.01,1.53,-1.16,0.31
190533,0.12,-0.07,1.01,6.65,-1.65,-3.05
190549,0.11,-0.07,0.99,2.56,-1.59,-3.72
190565,0.13,-0.06,1.00,3.05,-1.89,-3.11
190581,0.16,-0.04,1.00,1.53,-2.38,-1.95
190597,0.15,-0.03,1.01,0.24,-2.32,2.44
190613,0.18,-0.04,1.02,-3.85,-2.38,4.09
190629,0.14,-0.04,1.00,5.80,-2.08,2.50
190645,0.14,-0.04,1.01,3.23,-1.65,-5.86
190661,0.15,-0.03,1.01,2.93,-1.77,-6.59
190677,0.16,-0.02,1.00,1.04,-1.95,-9.40
190693,0.16,0.00,1.00,2.08,-1.89,-15.14
190709,0.17,0.01,1.00,2.93,-1.71,-17.52
190725,0.16,0.03,1.00,3.17,-1.77,-20.08
190741,0.16,0.04,1.00,3.17,-1.71,-21.06
190757,0.16,0.04,1.01,1.04,-1.59,-22.89
190773,0.12,0.04,1.01,-1.04,-2.08,-20.20
190789,0.10,0.05,1.00,-0.37,-2.26,-20.08
190805,0.07,0.07,1.00,1.04,-3.85,-19.23
190821,0.07,0.06,1.00,1.95,-2.99,-17.94
190837,0.07,0.06,1.00,2.69,-2.44,-17.88
190853,0.07,0.08,1.00,1.16,-2.56,-19.35
190869,0.08,0.10,1.00,2.69,-2.56,-21.97
190885,0.08,0.11,1.00,3.17,-2.32,-24.23
190901,0.07,0.15,1.00,0.06,-2.20,-25.27
190917,0.03,0.19,1.00,0.67,-1.89,-21.36
190933,0.03,0.20,1.00,0.92,-2.32,-18.19
190949,0.04,0.19,1.00,-0.24,-3.17,-9.77
190965,-0.00,0.16,1.00,1.34,-2.56,-1.53
190981,-0.04,0.15,1.00,1.46,-2.56,0.85
190997,-0.08,0.15,1.00,0.49,-2.14,4.09
191013,-0.07,0.13,1.01,0.85,-2.14,5.00
191029,-0.06,0.11,1.01,1.10,-2.26,4.52
191045,-0.04,0.10,1.00,1.71,-2.14,1.83
191061,-0.05,0.11,1.00,3.11,-1.89,-3.30
191077,-0.05,0.13,1.00,2.69,-2.38,-5.43
191093,-0.08,0.14,1.00,0.49,-2.81,-6.29
191109,-0.12,0.13,1.00,1.10,-2.38,-3.36
191125,-0.11,0.13,1.00,2.08,-2.14,-2.50
191141,-0.08,0.11,1.00,1.95,-2.14,-1.65
191157,-0.06,0.10,1.00,1.10,-2.01,-0.06
191173,-0.07,0.10,1.00,0.85,-2.01,1.10
191189,-0.08,0.09,1.00,0.43,-1.89,4.39
191205,-0.08,0.05,1.00,1.46,-1.77,8.85
191221,-0.08,0.03,1.00,1.95,-1.34,11.66
191237,-0.09,-0.00,1.00,2.44,-0.92,16.11
191253,-0.11,-0.02,1.01,2.56,-1.28,17.15
191269,-0.11,-0.02,1.01,2.81,-1.40,16.66
191285,-0.11,-0.01,1.00,3.42,-1.46,15.63
191301,-0.11,-0.00,1.00,3.42,-1.77,15.87
191317,-0.11,-0.00,1.00,3.11,-1.77,16.36
191333,-0.13,0.00,1.00,1.65,-1.65,18.19
191349,-0.13,0.02,1.00,1.22,-1.46,18.86
191365,-0.12,0.02,1.00,0.67,-1.46,19.41
191381,-0.10,0.02,1.00,0.18,-1.34,22.52
191397,-0.11,0.02,1.00,-0.18,-1.77,27.95
191413,-0.12,0.01,1.00,-0.49,-1.65,30.27
191429,-0.12,0.00,1.00,1.10,-0.98,31.68
191445,-0.11,-0.01,1.01,1.71,-0.79,32.04
191461,-0.11,-0.03,1.01,0.12,-0.61,32.71
191477,-0.09,-0.05,1.01,3.54,-0.31,34.12
191493,-0.08,-0.09,1.00,2.14,-1.40,37.11
191509,-0.05,-0.11,1.01,2.32,-0.73,38.45
191525,-0.06,-0.15,1.00,1.65,-1.40,39.00
191541,-0.05,-0.20,1.01,-0.92,-1.83,36.99
191557,-0.04,-0.23,1.01,-0.67,-1.77,35.10
191573,-0.03,-0.31,1.02,-0.24,-2.26,27.77
191589,0.04,-0.31,1.00,2.56,-1.95,15.20
191605,0.07,-0.30,1.01,2.08,-1.59,9.22
191621,0.08,-0.25,1.01,1.34,-0.92,1.77
191637,0.08,-0.22,1.01,3.91,-1.22,-3.66
191653,0.08,-0.17,1.00,3.42,-1.83,-4.88
191669,0.08,-0.18,1.00,2.14,-1.95,-5.86
191685,0.09,-0.18,1.00,2.44,-2.14,-8.61
191701,0.09,-0.15,1.01,1.34,-2.20,-10.38
191717,0.09,-0.14,1.00,-0.43,-2.20,-11.54
191733,0.08,-0.12,1.00,-0.37,-2.08,-14.04
191749,0.13,-0.08,1.00,6.65,-1.77,-15.93
191765,0.13,-0.04,1.00,3.30,-1.89,-19.29
191781,0.12,-0.03,1.00,2.14,-1.83,-17.88
191797,0.11,-0.02,1.00,1.10,-2.20,-17.76
191813,0.11,-0.01,1.00,1.22,-1.95,-17.58
191829,0.11,-0.00,1.00,2.08,-1.89,-17.09
191845,0.13,0.02,1.00,3.30,-1.59,-17.70
191861,0.14,0.02,1.00,3.91,-1.89,-17.21
191877,0.14,0.01,1.00,3.23,-1.95,-16.78
191893,0.13,0.01,1.00,0.85,-2.38,-17.40
191909,0.10,0.01,1.01,-1.65,-2.38,-20.08
191925,0.09,0.01,1.01,-0.79,-2.26,-21.18
191941,0.09,0.00,1.00,0.18,-2.26,-21.61
191957,0.08,0.02,1.00,2.08,-2.62,-21.42
191973,0.07,0.02,1.00,2.01,-2.62,-21.73
191989,0.08,0.05,1.00,2.81,-2.32,-22.22
192005,0.10,0.08,1.00,0.24,-3.54,-24.60
192021,0.10,0.09,1.00,2.14,-2.87,-25.09
192037,0.10,0.11,1.00,4.03,-2.08,-24.60
192053,0.09,0.09,1.00,2.32,-1.95,-21.30
192069,0.10,0.09,1.00,0.18,-2.20,-20.39
192085,0.08,0.12,1.00,-1.59,-2.14,-20.20
192101,0.04,0.14,1.00,1.10,-2.14,-21.55
192117,0.05,0.16,1.00,1.83,-1.77,-21.24
