time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
630022,-0.03,0.24,1.00,2.44,-1.77,12.08
630037,0.00,0.03,1.01,0.73,-1.95,2.20
630053,-0.01,0.06,1.00,-1.40,-2.08,0.24
630069,-0.03,0.07,1.00,-4.03,-2.56,-14.83
630085,-0.04,0.14,1.00,3.72,-2.32,-30.64
630101,-0.02,0.17,1.00,4.58,-2.26,-35.16
630117,-0.01,0.22,1.00,2.32,-2.38,-36.32
630133,0.01,0.24,0.99,-0.12,-2.50,-30.46
630149,0.01,0.24,1.00,1.16,-2.56,-27.10
630165,-0.01,0.22,1.00,1.40,-2.32,-18.13
630181,0.02,0.26,1.01,5.00,-1.89,-4.70
630197,0.02,0.23,1.00,0.73,-2.08,-0.37
630213,0.02,0.21,1.00,-0.31,-1.95,6.77
630229,0.03,0.19,0.99,2.14,-1.77,9.83
630245,0.01,0.17,0.99,4.09,-1.53,10.74
630261,-0.04,0.13,1.00,3.11,-1.16,12.15
630277,-0.05,0.12,1.00,0.85,-1.40,11.84
630293,-0.05,0.12,1.00,1.10,-1.71,11.66
630309,-0.03,0.10,1.02,-0.55,-1.46,16.17
630325,-0.01,0.06,0.98,-12.88,-3.05,26.49
630341,-0.03,0.06,0.96,-8.06,-2.81,30.58
630357,-0.05,0.05,1.00,7.87,-1.59,28.26
630373,-0.03,0.07,1.01,10.93,-1.53,22.77
630389,-0.01,0.05,1.00,6.77,-1.28,21.30
630405,0.00,0.05,1.00,3.30,-1.28,24.48
630421,0.01,0.02,1.01,1.65,-1.10,30.40
630437,-0.01,-0.01,1.00,0.98,-1.04,31.80
630453,-0.05,-0.05,1.00,2.93,-1.89,31.13
630469,-0.03,-0.08,1.03,3.36,-1.95,29.72
630485,-0.02,-0.05,1.02,-0.12,-1.65,30.21
630501,-0.03,-0.10,1.01,2.14,-1.16,34.55
630517,-0.07,-0.09,1.01,3.54,-0.98,38.70
630533,-0.06,-0.15,1.01,1.89,-1.04,39.61
630549,-0.03,-0.21,1.01,2.08,-0.79,38.09
630565,0.02,-0.24,1.01,3.42,-0.31,35.58
630581,0.03,-0.25,1.01,3.72,-0.92,32.71
630597,0.02,-0.21,1.01,1.53,-1.46,24.96
630613,0.02,-0.19,1.00,1.10,-1.34,16.36
630629,-0.00,-0.17,1.01,2.62,-1.46,13.49
630645,0.03,-0.22,1.01,0.85,-2.14,13.24
630661,0.05,-0.27,1.01,1.53,-1.83,14.59
630677,0.05,-0.29,1.00,1.10,-1.83,13.85
630693,0.05,-0.36,1.01,0.73,-1.89,9.22
630709,0.11,-0.23,1.01,3.97,-1.40,5.19
630725,-0.02,-0.02,1.01,6.16,-1.46,3.23
630741,-0.01,-0.09,1.00,1.04,-1.77,11.47
630757,0.00,-0.12,1.01,1.83,-1.59,22.52
630773,0.01,-0.13,1.00,2.01,-1.46,26.67
630789,0.02,-0.17,1.01,1.95,-1.34,31.43
630805,0.03,-0.21,1.01,1.46,-1.22,33.75
630821,-0.01,-0.25,1.00,0.18,-1.53,34.85
630837,-0.00,-0.25,1.00,1.65,-1.16,37.78
630853,0.01,-0.26,1.01,1.16,-1.16,32.04
630869,0.01,-0.24,1.01,0.31,-1.46,27.28
630885,-0.01,-0.21,1.01,0.98,-2.14,13.55
630901,-0.01,-0.19,1.01,2.14,-2.08,0.43
630917,-0.02,-0.18,1.01,0.43,-2.08,-4.70
630933,-0.02,-0.18,1.00,0.79,-2.26,-9.83
630949,-0.03,-0.18,1.00,1.16,-2.32,-11.41
630965,-0.04,-0.16,1.00,1.46,-2.50,-14.47
630981,-0.02,-0.14,1.01,-1.95,-2.38,-18.74
630997,-0.00,-0.12,1.01,-2.32,-2.01,-19.90
631013,-0.01,-0.08,1.01,0.67,-1.83,-24.05
631029,-0.01,-0.01,1.01,-2.62,-2.38,-31.01
631045,-0.00,-0.03,0.93,-4.46,-2.44,-33.69
631061,0.02,0.07,1.02,7.81,-2.50,-38.45
631077,0.03,0.10,0.99,1.10,-2.50,-36.99
631093,0.02,0.09,1.01,5.37,-2.44,-34.12
631109,0.00,0.13,0.99,-0.73,-2.32,-26.12
631125,-0.03,0.19,1.02,-0.24,-2.38,-15.26
631141,-0.01,0.18,1.01,-8.48,-2.62,-14.22
631157,-0.01,0.16,0.97,-2.99,-2.08,-14.83
631173,0.01,0.19,0.99,12.21,-1.40,-22.71
631189,-0.00,0.21,1.00,13.18,-1.53,-27.34
631205,-0.22,0.33,1.01,11.72,-2.20,-24.23
631221,0.06,0.35,1.01,4.82,-2.38,2.38
631237,0.05,0.37,0.99,2.32,-1.65,11.66
631253,-0.00,0.39,1.00,-1.22,-1.89,10.93
631269,0.10,0.42,0.99,1.83,-2.38,-2.20
631285,0.07,0.27,1.00,1.34,-2.20,-6.23
631301,-0.05,0.11,1.00,-8.67,-1.83,-4.09
631317,-0.00,0.13,0.99,0.61,-2.38,-25.02
631333,0.02,0.17,1.00,4.58,-2.38,-32.90
631349,0.05,0.23,1.00,3.66,-2.44,-39.43
631365,0.01,0.21,1.00,-1.04,-2.38,-31.19
631381,0.02,0.24,0.99,-0.12,-1.95,-22.71
631397,0.01,0.25,1.00,0.61,-1.65,-9.58
631413,-0.01,0.25,0.99,2.38,-1.89,0.31
631429,-0.00,0.27,1.00,4.76,-1.89,6.35
631445,0.03,0.27,1.01,3.97,-2.14,19.71
631461,0.05,0.23,0.99,-1.46,-2.26,32.71
631477,0.04,0.20,0.99,-1.71,-2.08,37.41
631493,-0.00,0.14,1.00,4.27,-1.22,40.28
631509,-0.02,0.09,1.01,5.00,-1.04,36.74
631525,-0.02,0.08,1.00,3.48,-1.34,34.67
631541,-0.01,0.08,1.00,-0.18,-1.71,33.39
631557,0.01,0.06,1.00,-0.55,-1.46,32.78
631573,-0.01,0.05,1.01,1.10,-1.65,31.80
631589,-0.07,-0.01,1.00,2.44,-1.22,27.71
631605,-0.04,-0.00,1.00,6.96,-1.04,23.50
631621,-0.08,-0.08,1.00,-0.92,-0.98,22.22
631637,-0.05,-0.11,1.01,1.59,-1.46,20.51
631653,-0.01,-0.12,1.01,3.54,-1.46,19.78
631669,-0.00,-0.12,1.00,3.30,-1.59,19.23
631685,-0.02,-0.17,1.00,-0.73,-1.65,17.52
631701,-0.05,-0.16,1.01,2.08,-1.04,17.88
631717,-0.04,-0.16,1.01,3.23,-1.10,19.65
631733,-0.03,-0.20,1.01,3.60,-1.16,19.53
631749,-0.02,-0.19,1.01,4.21,-1.46,18.62
631765,-0.01,-0.22,1.00,0.85,-1.34,19.35
631781,0.00,-0.25,1.01,2.14,-1.28,18.62
631797,0.02,-0.30,1.01,2.08,-1.65,14.89
631813,0.02,-0.33,1.01,0.92,-1.77,13.00
631829,0.04,-0.36,1.01,-0.06,-1.83,9.16
631845,0.09,-0.32,1.01,3.23,-1.65,3.66
631861,-0.05,-0.07,1.01,3.91,-1.71,3.78
631877,-0.01,-0.12,1.00,2.01,-1.46,16.17
631893,0.00,-0.14,1.00,1.40,-1.28,27.47
631909,0.02,-0.19,1.01,1.10,-1.22,31.86
631925,0.02,-0.23,1.01,0.73,-1.04,36.32
631941,0.01,-0.24,1.01,-0.06,-1.16,33.94
631957,0.02,-0.26,1.01,-0.55,-1.28,30.70
631973,0.02,-0.25,1.01,-0.37,-1.95,22.83
631989,0.01,-0.24,1.01,-0.43,-2.01,12.76
632005,-0.03,-0.23,1.00,-0.92,-2.08,6.84
632021,-0.04,-0.20,1.01,1.34,-2.14,-3.78
632037,-0.04,-0.18,1.01,2.50,-2.14,-7.81
632053,-0.03,-0.16,1.00,3.36,-2.56,-12.08
632069,-0.02,-0.16,1.00,0.55,-2.32,-9.77
632085,-0.02,-0.16,1.00,0.98,-1.77,-6.71
