time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
230022,0.01,0.01,1.00,1.59,-1.95,2.14
230037,0.01,0.01,1.00,1.59,-1.83,2.20
230053,0.01,0.01,1.00,1.71,-1.83,2.14
230069,0.01,0.01,1.00,1.65,-1.89,2.14
230085,0.01,0.01,1.00,1.65,-1.89,2.08
230101,0.00,0.01,1.00,1.59,-1.83,2.14
230117,0.01,0.01,1.00,1.65,-1.89,2.08
230133,0.01,0.01,1.00,1.59,-1.95,2.14
230149,0.01,0.01,1.00,1.59,-1.89,2.14
230165,0.01,0.01,1.00,1.65,-1.89,2.14
230181,0.01,0.01,1.00,1.65,-1.83,2.14
230197,0.01,0.01,1.00,1.65,-1.89,2.14
230213,0.01,0.01,1.00,1.59,-1.89,2.08
230229,0.01,0.01,1.00,1.59,-1.89,2.08
230245,0.01,0.01,1.00,1.59,-1.83,2.08
230261,0.01,0.01,1.00,1.65,-1.89,2.08
230277,0.01,0.01,1.00,1.65,-1.95,2.08
230293,0.01,0.01,1.01,1.59,-1.89,2.14
230309,0.01,0.01,1.00,1.53,-1.77,2.14
230325,0.01,0.01,1.00,1.65,-1.89,2.14
230341,0.01,0.01,1.00,1.77,-1.89,2.08
230357,0.01,0.01,1.00,1.59,-1.83,2.14
230373,0.01,0.01,1.00,1.59,-1.89,2.14
230389,0.01,0.01,1.00,1.59,-1.83,2.08
230405,0.01,0.01,1.00,1.65,-1.89,2.08
230421,0.01,0.01,1.00,1.65,-1.83,2.14
230437,0.00,0.01,1.00,1.65,-1.95,2.20
230453,0.01,0.01,1.00,1.65,-1.89,2.08
230469,0.01,0.01,1.00,1.71,-1.95,2.08
230485,0.01,0.01,1.00,1.65,-1.89,2.08
230501,0.01,0.01,1.00,1.53,-1.77,2.14
230517,0.01,0.01,1.00,1.65,-1.89,2.08
230533,0.01,0.01,1.00,1.59,-1.95,2.08
230549,0.01,0.01,1.00,1.59,-1.89,2.14
230565,0.01,0.01,1.00,1.59,-1.83,2.14
230581,0.01,0.01,1.00,1.59,-1.95,2.20
230597,0.00,0.01,1.00,1.59,-1.89,2.14
230613,0.01,0.01,1.00,1.65,-1.83,2.08
230629,0.01,0.01,1.00,1.65,-1.83,2.08
230645,0.01,0.01,1.00,1.65,-1.89,2.14
230661,0.01,0.01,1.00,1.59,-1.83,2.14
230677,0.01,0.01,1.00,1.59,-1.89,2.14
230693,0.01,0.01,1.00,1.65,-1.83,2.14
230709,0.01,0.01,1.00,1.59,-1.83,2.14
230725,0.01,0.01,1.00,1.59,-1.83,2.08
230741,0.01,0.01,1.00,1.71,-1.89,2.14
230757,0.01,0.01,1.00,1.65,-1.89,2.08
230773,0.01,0.01,1.00,1.59,-1.89,2.14
230789,0.01,0.01,1.00,1.65,-1.89,2.08
230805,0.01,0.01,1.00,1.59,-1.83,2.14
230821,0.00,0.01,1.00,1.65,-1.95,2.20
230837,0.01,0.01,1.00,1.53,-1.83,2.08
230853,0.01,0.01,1.00,1.59,-1.83,2.08
230869,0.01,0.01,1.00,1.59,-1.83,2.14
230885,0.01,0.01,1.00,1.65,-1.89,2.14
230901,0.01,0.01,1.00,1.65,-1.95,2.14
230917,0.01,0.01,1.00,1.65,-1.89,2.14
230933,0.01,0.01,1.00,1.59,-1.89,2.20
230949,0.01,0.01,1.00,1.59,-1.89,2.08
230965,0.01,0.01,1.00,1.65,-1.89,2.14
230981,0.01,0.01,1.00,1.65,-1.83,2.14
230997,0.01,0.01,1.00,1.59,-1.89,2.08
231013,0.01,0.01,1.00,1.59,-1.89,2.14
231029,0.01,0.01,1.00,1.71,-1.89,2.20
231045,0.01,0.01,1.00,1.71,-1.83,2.08
231061,0.01,0.01,1.00,1.65,-1.89,2.14
231077,0.01,0.01,1.00,1.59,-1.89,2.14
231093,0.01,0.01,1.00,1.59,-1.89,2.08
231109,0.01,0.01,1.00,1.59,-1.89,2.08
231125,0.01,0.01,1.00,1.59,-1.83,2.08
231141,0.01,0.01,1.00,1.59,-1.77,2.14
231157,0.01,0.01,1.00,1.59,-1.89,2.08
231173,0.01,0.01,1.00,1.59,-1.89,2.08
231189,0.01,0.01,1.00,1.65,-1.89,2.14
231205,0.01,0.01,1.00,1.59,-1.95,2.08
231221,0.01,0.01,1.00,1.59,-1.95,2.08
231237,0.01,0.01,1.00,1.65,-1.95,2.08
231253,0.01,0.01,1.00,1.65,-1.89,2.01
231269,0.01,0.01,1.00,1.53,-1.89,2.08
