time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
100022,0.00,-0.01,1.10,-8.54,39.25,-4.70
100037,-0.02,0.04,1.09,-9.70,38.45,-10.74
100053,-0.08,0.04,1.05,-18.13,39.86,-11.84
100069,-0.05,0.09,1.19,-6.53,44.07,-7.20
100085,-0.06,0.04,1.16,-3.85,36.74,0.49
100101,-0.08,0.01,1.19,-6.47,33.69,-3.36
100117,-0.09,0.01,1.20,-11.17,31.31,-5.62
100133,-0.11,0.05,1.21,-9.03,24.54,-9.22
100149,-0.12,0.09,1.22,-9.70,21.42,-9.40
100165,-0.11,0.10,1.23,-10.86,21.36,-6.29
100181,-0.11,0.09,1.25,-9.40,19.53,1.77
100197,-0.10,0.03,1.26,-8.36,15.44,8.12
100213,-0.10,0.00,1.26,-8.24,13.06,9.46
100229,-0.09,-0.03,1.25,-8.18,8.97,7.57
100245,-0.09,-0.02,1.26,-6.29,6.04,3.05
100261,-0.08,-0.01,1.26,-5.62,4.82,1.22
100277,-0.08,0.02,1.28,-4.46,2.38,0.85
100293,-0.09,0.01,1.30,-2.20,0.24,4.82
100309,-0.10,-0.00,1.32,-2.20,-1.04,6.77
100325,-0.11,-0.02,1.34,-0.61,-3.72,7.69
100341,-0.13,-0.01,1.37,1.04,-7.26,6.71
100357,-0.13,-0.00,1.39,2.14,-10.13,6.41
100373,-0.15,0.01,1.40,3.36,-18.98,5.31
100389,-0.15,0.03,1.36,6.35,-29.24,5.92
100405,-0.14,0.04,1.33,6.77,-33.94,7.26
100421,-0.12,0.05,1.26,6.71,-41.02,10.50
100437,-0.09,0.04,1.19,5.13,-44.31,12.63
100453,-0.08,0.03,1.16,4.03,-44.74,13.00
100469,-0.06,0.02,1.12,1.77,-43.46,13.55
100485,-0.02,-0.00,1.09,3.60,-40.83,15.38
100501,-0.02,-0.02,1.07,4.64,-39.25,16.30
100517,-0.01,-0.06,1.06,5.37,-35.16,16.72
100533,-0.02,-0.07,1.06,7.45,-33.02,12.94
100549,-0.02,-0.07,1.07,8.67,-33.14,9.64
