time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
130022,0.05,-0.00,1.03,23.07,-21.00,6.29
130037,0.04,0.01,1.03,24.05,-23.38,3.66
130053,0.03,0.02,1.04,21.91,-25.27,1.65
130069,0.02,0.03,1.04,16.30,-28.14,-0.61
130085,0.03,0.03,1.03,14.95,-30.82,1.22
130101,0.04,0.02,1.01,15.01,-32.53,2.75
130117,0.06,-0.00,0.96,19.59,-35.52,6.47
130133,0.09,-0.01,0.89,24.96,-36.19,6.47
130149,0.08,-0.02,0.86,27.16,-34.73,5.86
130165,0.08,-0.01,0.80,28.32,-29.05,3.48
130181,0.07,0.02,0.77,25.21,-21.42,-0.85
130197,0.08,0.02,0.75,22.52,-18.74,-2.26
130213,0.10,0.04,0.70,21.00,-15.32,-2.26
130229,0.12,0.06,0.65,23.93,-13.06,-4.27
130245,0.11,0.07,0.62,22.28,-11.41,-5.13
130261,0.11,0.08,0.57,17.40,-7.87,-6.04
130277,0.13,0.11,0.55,15.20,-3.05,-4.46
130293,0.14,0.13,0.55,13.92,-0.85,-3.60
130309,0.13,0.14,0.54,8.79,0.79,-2.08
130325,0.15,0.14,0.52,3.48,0.85,0.06
130341,0.15,0.12,0.52,0.98,1.28,0.73
130357,0.16,0.12,0.53,-0.12,5.80,1.77
130373,0.15,0.13,0.55,-0.12,12.39,-0.12
130389,0.15,0.14,0.58,-1.22,15.87,-0.12
130405,0.12,0.12,0.65,-5.62,23.13,2.26
130421,0.12,0.09,0.74,-6.53,29.05,5.68
130437,0.11,0.08,0.79,-6.53,31.31,8.06
130453,0.09,0.07,0.87,-4.21,30.88,9.64
130469,0.07,0.05,0.92,-1.89,22.58,7.32
130485,0.05,0.05,0.93,-0.55,17.94,6.47
130501,0.05,0.08,0.94,1.34,11.66,3.30
130517,0.05,0.10,0.94,-2.20,7.63,-0.61
130533,0.04,0.12,0.94,-6.35,6.35,-1.34
130549,0.06,0.12,0.94,-15.63,6.71,-1.59
130565,0.06,0.11,0.95,-19.10,11.66,0.55
130581,0.06,0.09,0.97,-18.19,14.59,2.81
130597,0.06,0.05,0.99,-12.45,19.53,8.06
130613,0.05,0.03,1.00,-7.93,22.28,12.57
130629,0.06,-0.01,1.01,-6.77,22.34,12.39
130645,0.05,-0.02,1.03,-6.84,19.59,4.64
130661,0.04,-0.01,1.03,-7.39,18.01,-1.16
130677,0.04,0.02,1.05,-7.87,17.21,-8.79
130693,0.04,0.03,1.06,-9.34,19.53,-7.20
130709,0.04,0.03,1.07,-8.24,21.85,-4.09
130725,0.03,0.02,1.08,-5.00,24.05,0.61
130741,0.03,0.02,1.07,0.24,19.71,0.61
130757,0.01,0.02,1.06,1.22,16.60,-1.53
130773,-0.01,0.06,1.03,-0.49,13.61,-7.45
130789,-0.03,0.08,1.03,-8.67,17.03,-11.41
130805,-0.04,0.10,1.05,-13.43,20.63,-10.86
130821,-0.05,0.08,1.10,-18.31,26.73,-4.21
130837,-0.05,0.05,1.15,-15.20,26.98,3.91
130853,-0.03,0.08,1.13,-10.31,24.41,6.23
130869,-0.04,0.07,1.21,3.42,20.69,9.77
130885,-0.04,0.02,1.15,-8.85,9.46,11.35
130901,-0.03,0.01,1.15,-8.67,7.69,6.53
130917,-0.04,0.01,1.15,-15.38,6.65,-3.36
130933,-0.04,-0.00,1.14,-19.04,7.51,-4.64
130949,-0.04,-0.01,1.14,-18.31,8.18,-3.78
130965,-0.04,-0.01,1.15,-10.50,10.31,-1.83
130981,-0.04,-0.00,1.17,-4.82,11.60,-1.46
130997,-0.04,0.01,1.19,-4.88,10.74,-2.75
131013,-0.04,0.03,1.21,-8.42,8.79,-5.92
131029,-0.06,0.02,1.23,-8.36,8.06,-2.69
131045,-0.06,0.00,1.25,-6.16,8.48,0.85
131061,-0.05,-0.01,1.30,-2.44,7.87,5.19
131077,-0.05,-0.02,1.33,-2.08,3.17,5.25
131093,-0.05,-0.02,1.34,-2.87,0.18,5.25
131109,-0.06,-0.04,1.36,-2.99,-5.74,5.43
131125,-0.05,-0.06,1.37,-2.38,-10.74,6.04
131141,-0.04,-0.06,1.37,-2.56,-13.73,5.74
131157,-0.03,-0.07,1.35,-1.10,-20.75,5.31
131173,-0.03,-0.07,1.32,1.16,-25.70,4.64
131189,-0.03,-0.07,1.30,1.59,-26.92,3.97
131205,-0.03,-0.07,1.26,2.32,-27.59,2.56
131221,-0.02,-0.05,1.23,4.58,-27.71,1.71
131237,-0.02,-0.04,1.21,5.19,-28.32,1.34
131253,-0.04,-0.04,1.17,3.97,-29.91,0.92
131269,-0.02,-0.04,1.15,5.19,-30.40,0.61
131285,-0.01,-0.04,1.14,5.13,-30.82,0.79
131301,-0.01,-0.03,1.12,10.13,-31.62,1.16
131317,-0.02,-0.03,1.10,13.73,-32.10,0.73
131333,-0.02,-0.02,1.11,17.40,-31.43,1.28
131349,-0.03,-0.01,1.11,19.84,-31.01,2.44
131365,-0.02,0.00,1.10,15.93,-35.22,1.95
131381,-0.02,-0.00,1.09,13.24,-37.84,0.73
131397,-0.01,-0.02,1.03,13.55,-41.08,-0.85
131413,0.00,-0.01,0.98,23.19,-40.04,-1.28
131429,-0.00,0.00,0.96,27.47,-38.09,-1.53
131445,0.01,0.03,0.94,28.26,-33.87,-1.83
131461,0.02,0.05,0.93,22.22,-30.70,-4.21
131477,0.03,0.06,0.93,18.55,-30.21,-5.31
131493,0.05,0.05,0.90,14.59,-30.88,-4.64
131509,0.07,0.03,0.85,17.94,-30.33,-1.40
131525,0.08,0.02,0.83,21.36,-29.54,-0.61
131541,0.08,0.01,0.78,25.63,-26.12,-1.95
131557,0.08,0.03,0.76,22.28,-21.55,-6.71
131573,0.08,0.08,0.73,18.92,-19.23,-10.07
131589,0.09,0.13,0.72,10.01,-15.14,-13.61
131605,0.09,0.15,0.70,1.65,-14.65,-9.89
131621,0.10,0.15,0.66,-1.16,-15.56,-6.47
131637,0.14,0.14,0.60,-3.72,-16.24,0.37
131653,0.14,0.12,0.57,-7.93,-13.55,5.98
131669,0.16,0.09,0.54,-9.64,-11.66,7.63
131685,0.17,0.07,0.52,-10.38,-7.69,8.54
131701,0.17,0.06,0.53,-7.57,-4.88,6.41
131717,0.16,0.08,0.57,-2.14,2.26,5.92
131733,0.15,0.08,0.61,-5.19,4.33,7.08
131749,0.15,0.07,0.63,-7.57,3.97,7.93
131765,0.16,0.06,0.64,-4.46,3.66,9.77
131781,0.14,0.05,0.69,1.53,5.49,8.30
131797,0.15,0.06,0.71,3.05,7.81,8.12
131813,0.14,0.07,0.78,0.00,10.38,8.42
131829,0.12,0.05,0.83,-5.74,7.93,7.51
131845,0.11,0.04,0.83,-3.97,5.92,7.20
131861,0.09,0.04,0.83,6.41,0.85,6.29
131877,0.10,0.08,0.83,13.61,-2.62,5.86
131893,0.12,0.11,0.82,12.39,-3.36,5.62
131909,0.13,0.13,0.81,1.46,-5.07,3.30
131925,0.13,0.12,0.81,-12.45,-1.89,2.14
131941,0.12,0.11,0.82,-17.76,2.56,2.99
131957,0.13,0.07,0.87,-20.20,14.65,8.30
