time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
560022,0.03,0.06,1.01,5.74,-1.83,7.39
560037,-0.00,0.08,1.01,3.78,-2.20,4.09
560053,-0.03,0.10,1.00,1.10,-2.50,2.08
560069,-0.04,0.10,1.00,-0.37,-2.69,2.50
560085,-0.03,0.09,0.99,-0.98,-2.14,6.90
560101,-0.02,0.09,1.00,7.02,-1.40,9.16
560117,-0.01,0.07,1.00,9.22,-1.53,8.61
560133,0.01,0.04,1.01,8.61,-1.71,8.67
560149,-0.02,0.04,1.00,1.40,-2.32,12.51
560165,-0.03,0.03,1.00,-0.85,-1.95,15.75
560181,-0.02,0.01,1.01,1.40,-1.16,20.51
560197,-0.00,-0.03,1.00,2.69,-1.40,22.89
560213,0.00,-0.05,1.00,3.23,-1.28,24.23
560229,-0.00,-0.08,1.00,2.38,-1.71,24.48
560245,0.02,-0.05,1.02,4.33,-1.89,21.36
560261,-0.01,-0.11,1.01,-5.13,-2.08,19.65
560277,-0.03,-0.11,1.00,-1.22,-1.77,17.82
560293,-0.01,-0.08,1.01,4.64,-1.59,15.69
560309,-0.04,-0.10,1.01,3.60,-1.71,12.82
560325,-0.05,-0.09,1.00,3.17,-1.89,7.45
560341,-0.02,-0.12,1.01,3.17,-1.77,11.35
560357,0.01,-0.13,1.01,2.75,-1.59,16.48
560373,0.01,-0.15,1.00,0.12,-1.16,24.96
560389,-0.01,-0.10,0.99,0.49,-1.40,23.93
560405,-0.00,-0.09,1.01,3.66,-1.40,21.85
560421,0.00,-0.13,1.01,3.48,-1.16,14.40
560437,0.01,-0.17,1.01,3.36,-1.53,11.84
560453,0.00,-0.19,1.00,1.95,-1.65,12.70
560469,0.03,-0.25,1.01,0.79,-1.59,14.65
560485,0.05,-0.30,1.01,0.06,-1.65,13.24
560501,0.05,-0.23,1.00,0.85,-1.65,9.52
560517,-0.03,-0.03,1.01,4.76,-1.59,2.81
560533,-0.03,-0.09,1.00,2.01,-1.53,11.84
560549,-0.01,-0.10,1.01,1.40,-1.46,17.15
560565,-0.00,-0.12,1.01,0.61,-1.53,25.02
560581,0.02,-0.13,1.00,0.37,-1.46,27.89
560597,0.02,-0.14,1.01,1.22,-1.46,27.16
560613,0.03,-0.16,1.00,1.53,-1.46,23.86
560629,0.02,-0.16,1.01,1.10,-1.46,20.51
560645,0.01,-0.16,1.01,0.06,-1.71,18.62
560661,-0.01,-0.14,1.01,-0.55,-2.01,13.92
560677,-0.03,-0.10,1.00,-0.06,-1.95,9.64
560693,-0.02,-0.10,1.00,-0.85,-2.08,7.45
560709,-0.01,-0.10,1.00,0.92,-2.32,3.23
560725,-0.01,-0.11,1.00,1.95,-2.01,0.00
560741,-0.01,-0.13,1.00,1.04,-2.08,-1.16
560757,-0.02,-0.14,1.01,-1.89,-2.26,-2.14
560773,-0.02,-0.11,1.01,-2.62,-1.65,-4.03
560789,-0.03,-0.10,1.00,-2.87,-1.59,-5.98
560805,-0.04,-0.07,0.99,-2.81,-2.08,-10.99
560821,-0.02,-0.05,0.99,0.61,-2.44,-17.09
560837,-0.01,-0.04,0.99,3.42,-2.50,-18.80
560853,-0.01,0.02,1.00,10.86,-2.08,-17.15
560869,-0.01,-0.02,1.00,3.85,-1.59,-10.99
560885,-0.01,-0.05,1.01,2.93,-1.65,-8.24
560901,-0.03,-0.09,1.01,1.89,-1.95,-5.98
560917,-0.00,-0.06,1.03,-12.02,-2.26,-10.31
560933,-0.01,-0.12,0.98,-8.91,-2.14,-11.96
560949,-0.01,-0.05,1.00,-0.12,-1.77,-18.55
560965,-0.04,-0.03,1.01,-0.98,-2.87,-26.49
560981,-0.05,0.01,0.99,2.20,-2.62,-29.72
560997,-0.01,0.03,0.99,10.38,-1.53,-35.77
561013,0.01,0.06,1.02,13.31,-0.98,-36.50
561029,0.03,0.10,1.01,3.30,-1.53,-35.16
561045,-0.00,0.10,1.00,0.61,-2.44,-27.77
561061,-0.00,0.10,1.00,-0.55,-2.93,-23.80
561077,-0.01,0.11,1.00,0.98,-2.62,-18.80
561093,-0.01,0.17,1.03,-0.43,-2.32,-22.71
561109,0.03,0.17,1.01,-8.06,-2.01,-26.31
561125,0.04,0.19,0.99,-12.21,-2.14,-26.37
561141,0.04,0.20,1.00,-7.20,-1.95,-20.32
561157,0.05,0.20,1.00,-5.80,-2.08,-15.99
561173,0.03,0.23,1.00,-6.35,-1.95,-9.28
561189,0.01,0.33,0.98,-0.79,-1.77,-11.72
561205,0.01,0.39,0.98,6.65,-1.71,-15.26
561221,0.05,0.30,1.03,21.00,-1.28,-17.76
561237,-0.03,0.08,0.98,-7.20,-1.65,-11.47
561253,-0.02,0.08,0.97,-4.27,-1.71,-20.75
561269,0.01,0.17,1.00,11.41,-1.83,-27.34
561285,0.02,0.29,1.01,9.03,-1.65,-27.22
561301,0.02,0.32,1.00,4.15,-1.71,-26.43
561317,0.05,0.34,0.98,2.08,-1.59,-22.28
561333,0.06,0.33,1.00,13.00,-1.53,-13.18
561349,0.05,0.33,1.01,15.38,-1.71,-6.04
561365,0.01,0.27,1.00,6.16,-1.71,10.25
561381,-0.01,0.21,1.00,6.23,-1.28,27.83
561397,-0.01,0.19,1.00,4.03,-1.40,34.48
561413,0.01,0.13,1.00,-0.12,-1.59,42.30
561429,0.01,0.08,1.00,0.31,-0.73,43.40
561445,-0.00,0.05,1.01,0.18,-0.49,40.95
561461,-0.03,0.02,1.01,4.70,-1.71,32.90
561477,-0.04,-0.01,1.01,4.46,-2.32,23.74
561493,-0.03,-0.02,0.99,2.08,-2.08,20.75
561509,-0.03,-0.04,1.01,3.48,-0.92,17.52
561525,-0.01,-0.05,1.00,1.53,-1.77,15.32
561541,-0.02,-0.06,1.00,1.28,-2.44,14.83
561557,-0.03,-0.08,1.00,-0.61,-2.08,13.98
561573,-0.05,-0.09,1.01,-0.61,-1.22,13.06
561589,-0.05,-0.08,1.01,1.04,-1.40,11.54
561605,0.00,-0.12,1.00,2.75,-1.40,8.48
561621,-0.02,-0.17,1.01,3.60,-1.83,7.45
561637,0.01,-0.10,1.00,5.31,-1.89,7.08
561653,-0.02,-0.10,1.01,-2.62,-2.14,5.68
561669,0.01,-0.06,1.00,-0.49,-1.71,10.50
561685,0.03,-0.04,1.01,1.83,-1.53,16.11
561701,-0.01,-0.06,1.00,0.49,-1.53,26.73
561717,-0.03,-0.08,1.01,1.40,-1.71,31.31
561733,-0.02,-0.10,1.00,1.34,-1.46,32.65
561749,-0.03,-0.12,1.00,1.46,-1.28,32.17
561765,-0.02,-0.12,1.01,2.32,-1.16,27.47
561781,-0.01,-0.12,1.01,3.17,-1.22,26.43
561797,0.00,-0.17,1.01,1.22,-1.28,26.61
561813,-0.00,-0.24,1.01,1.04,-1.16,28.08
561829,0.01,-0.26,1.01,1.28,-1.34,28.69
561845,0.03,-0.34,1.01,0.79,-1.46,25.63
