time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
120022,-0.06,-0.06,1.23,6.90,-26.61,3.30
120037,-0.05,-0.04,1.19,6.65,-28.50,2.32
120053,-0.03,-0.02,1.14,6.47,-29.54,0.92
120069,-0.04,-0.02,1.12,5.92,-28.87,0.79
120085,-0.03,-0.01,1.09,4.21,-25.63,2.20
120101,-0.03,-0.02,1.06,4.70,-21.48,4.27
120117,-0.03,-0.02,1.05,5.55,-19.53,5.13
120133,-0.04,-0.03,1.03,5.74,-15.75,5.55
120149,-0.04,-0.02,1.06,9.89,-12.70,4.46
120165,-0.06,-0.03,1.06,11.72,-13.00,3.42
120181,-0.05,-0.03,1.07,16.05,-14.89,3.66
120197,-0.04,-0.01,1.04,23.25,-18.80,5.31
120213,-0.04,-0.00,1.03,25.45,-20.51,4.64
120229,-0.04,0.03,1.00,21.79,-24.11,1.04
120245,-0.02,0.05,0.99,15.44,-26.67,-2.44
120261,-0.04,0.05,0.99,12.39,-27.16,-3.60
120277,-0.04,0.03,0.99,7.08,-26.73,-2.93
120293,-0.01,-0.00,0.97,11.96,-24.29,3.42
120309,-0.00,-0.00,0.96,18.25,-23.50,6.35
120325,0.01,0.01,0.94,25.82,-24.66,5.86
120341,-0.00,0.02,0.90,21.48,-27.40,1.10
120357,-0.00,0.02,0.87,16.72,-28.99,-1.34
120373,0.03,0.03,0.82,11.47,-31.98,-5.31
120389,0.04,0.06,0.75,15.01,-33.51,-6.77
120405,0.05,0.07,0.71,16.30,-32.71,-5.80
120421,0.07,0.09,0.65,13.37,-28.63,-3.72
120437,0.09,0.07,0.59,5.37,-22.16,-2.56
120453,0.11,0.07,0.56,2.93,-18.07,-2.08
120469,0.12,0.05,0.53,2.14,-7.57,-0.85
120485,0.12,0.05,0.54,3.17,3.91,0.06
120501,0.11,0.05,0.55,3.60,9.22,0.49
120517,0.09,0.06,0.59,2.69,15.32,0.31
120533,0.07,0.06,0.63,2.87,15.32,1.34
120549,0.08,0.07,0.64,3.23,14.10,1.89
120565,0.08,0.07,0.65,0.43,10.74,3.85
120581,0.10,0.05,0.66,-4.88,8.24,3.97
120597,0.09,0.04,0.66,-5.55,8.67,3.42
120613,0.06,0.03,0.71,-2.08,14.53,2.81
120629,0.05,0.06,0.79,-0.67,20.75,3.30
120645,0.05,0.07,0.83,-1.10,21.24,3.48
120661,0.04,0.07,0.87,-3.23,15.99,5.43
120677,0.04,0.05,0.88,-4.15,8.24,7.69
120693,0.04,0.04,0.89,-4.21,6.84,8.67
120709,0.05,-0.01,0.89,-3.05,9.09,11.96
120725,0.05,-0.04,0.90,0.67,13.55,14.77
120741,0.05,-0.05,0.90,2.99,14.77,13.67
120757,0.07,-0.01,0.91,9.22,14.89,5.00
120773,0.04,0.06,0.93,8.61,15.63,-7.51
120789,0.01,0.09,0.94,6.10,17.21,-11.96
120805,0.00,0.13,0.99,-2.26,22.58,-11.96
120821,-0.01,0.10,1.03,-8.79,27.65,-3.54
120837,-0.02,0.08,1.04,-8.61,28.56,1.10
120853,-0.03,0.07,1.07,-0.55,28.81,6.10
120869,-0.05,0.09,1.07,6.16,28.50,7.69
120885,-0.06,0.09,1.08,5.49,28.81,8.36
120901,-0.07,0.07,1.09,-3.48,27.16,7.81
120917,-0.07,0.07,1.10,-6.90,25.21,6.59
120933,-0.08,0.06,1.09,-8.06,25.09,5.31
120949,-0.08,0.07,1.11,-3.66,25.09,6.65
120965,-0.07,0.08,1.12,-1.89,27.59,7.02
120981,-0.09,0.07,1.15,-2.50,27.95,7.63
120997,-0.12,0.03,1.14,-19.10,25.21,8.12
121013,-0.11,0.06,1.24,4.76,21.42,13.73
121029,-0.11,0.01,1.19,-11.96,13.06,12.39
121045,-0.11,-0.01,1.20,-8.54,6.47,5.74
121061,-0.10,-0.00,1.20,-9.03,-0.31,-0.24
121077,-0.10,0.02,1.17,-11.60,-3.72,-2.14
121093,-0.10,0.02,1.13,-15.01,-8.00,-3.42
121109,-0.10,0.02,1.12,-15.63,-8.00,-3.54
121125,-0.08,0.02,1.10,-15.93,-6.35,-3.72
121141,-0.07,0.01,1.09,-13.18,-5.62,-3.17
121157,-0.07,0.01,1.08,-11.35,-4.88,-2.75
121173,-0.07,0.01,1.08,-10.50,-2.81,-2.81
121189,-0.06,-0.00,1.09,-13.98,0.55,-1.53
121205,-0.06,-0.01,1.10,-14.83,2.01,-0.43
121221,-0.06,-0.02,1.14,-8.85,5.00,1.40
121237,-0.06,-0.02,1.18,-4.15,5.55,2.87
121253,-0.06,-0.02,1.20,-3.72,5.68,3.05
121269,-0.06,-0.04,1.25,-3.66,6.71,3.72
121285,-0.06,-0.04,1.30,-4.33,6.71,4.33
121301,-0.06,-0.05,1.32,-3.91,5.74,4.52
121317,-0.06,-0.05,1.36,-3.78,1.77,4.15
121333,-0.07,-0.05,1.37,-4.27,-4.94,3.42
121349,-0.08,-0.07,1.36,-5.68,-8.61,3.48
121365,-0.09,-0.09,1.34,-2.56,-14.71,4.33
121381,-0.10,-0.10,1.30,0.31,-18.55,3.60
121397,-0.09,-0.09,1.29,0.31,-20.26,2.50
121413,-0.09,-0.08,1.23,-2.01,-22.71,-0.55
121429,-0.09,-0.07,1.18,-4.03,-25.51,-4.15
121445,-0.09,-0.05,1.15,-4.82,-26.12,-5.25
121461,-0.08,-0.06,1.11,-2.32,-27.28,-4.33
121477,-0.08,-0.08,1.09,6.41,-26.79,-0.24
121493,-0.07,-0.07,1.08,10.07,-26.67,1.22
121509,-0.04,-0.05,1.05,13.00,-26.86,-0.49
121525,-0.02,-0.03,1.02,8.30,-28.99,-3.72
121541,-0.01,-0.03,1.01,5.49,-29.72,-5.31
121557,-0.01,-0.03,0.99,3.30,-28.08,-6.59
121573,-0.02,-0.03,0.99,9.52,-24.54,-5.37
121589,-0.01,-0.03,1.00,14.71,-22.46,-3.42
121605,-0.01,-0.03,1.02,22.28,-20.63,-0.24
121621,-0.02,-0.02,1.03,25.39,-21.55,-0.31
121637,-0.03,-0.02,1.03,25.51,-22.40,-1.40
121653,-0.05,-0.01,1.04,20.32,-24.96,-4.94
121669,-0.04,0.00,1.03,12.39,-30.40,-8.91
121685,-0.03,0.01,1.02,10.07,-33.33,-9.89
121701,-0.01,0.02,0.99,12.63,-38.70,-8.54
121717,0.01,0.04,0.94,17.70,-43.27,-4.27
121733,0.02,0.04,0.91,19.10,-44.49,-2.14
121749,0.04,0.04,0.86,19.47,-44.56,-0.43
121765,0.06,0.02,0.81,18.37,-41.56,0.00
121781,0.07,0.02,0.79,17.88,-39.49,-0.55
121797,0.07,0.02,0.75,17.70,-34.73,-2.44
121813,0.07,0.03,0.70,17.88,-29.54,-3.05
121829,0.08,0.04,0.69,17.88,-27.40,-3.30
121845,0.10,0.06,0.66,16.97,-21.97,-1.59
121861,0.11,0.08,0.64,16.30,-18.13,-1.22
121877,0.11,0.08,0.62,15.56,-17.33,-1.46
121893,0.11,0.09,0.59,12.94,-16.54,-1.65
121909,0.10,0.09,0.57,7.69,-14.95,-2.38
121925,0.11,0.10,0.56,5.49,-12.94,-1.83
121941,0.13,0.12,0.54,0.37,-8.91,-1.71
121957,0.13,0.13,0.53,-1.22,-3.17,-0.49
121973,0.11,0.12,0.53,-1.53,0.79,0.73
121989,0.12,0.12,0.58,-1.95,9.77,4.64
122005,0.13,0.11,0.65,-5.25,18.49,9.58
122021,0.13,0.08,0.68,-7.08,21.36,10.80
122037,0.11,0.05,0.74,-8.24,25.63,11.78
122053,0.09,0.04,0.76,-10.99,26.31,10.68
122069,0.07,0.03,0.80,-12.39,25.88,9.46
122085,0.07,0.06,0.84,-18.25,22.64,3.97
122101,0.06,0.06,0.85,-21.55,19.04,0.00
122117,0.07,0.07,0.89,-19.78,18.43,1.10
122133,0.09,0.06,0.91,-10.68,21.55,9.34
122149,0.09,0.05,0.92,-5.31,26.43,16.48
122165,0.09,0.02,0.96,3.54,28.93,18.43
122181,0.08,0.00,0.99,3.66,31.25,16.66
122197,0.07,-0.00,1.00,0.43,31.13,13.49
122213,0.08,-0.00,1.01,-5.92,30.70,6.71
122229,0.07,-0.00,1.02,-6.84,32.71,3.66
122245,0.06,-0.01,1.03,-5.80,34.79,3.91
122261,0.04,-0.03,1.04,-0.98,38.33,3.85
122277,0.00,-0.01,1.05,1.04,39.25,-2.50
122293,-0.02,-0.00,1.07,0.12,40.10,-6.77
122309,-0.04,0.02,1.11,-2.87,42.97,-8.54
122325,-0.03,0.02,1.14,-0.18,44.74,-2.44
122341,-0.04,0.01,1.18,1.34,43.40,0.37
122357,-0.06,0.01,1.19,1.28,35.52,0.18
122373,-0.09,0.03,1.18,1.22,24.17,-4.88
122389,-0.10,0.04,1.18,0.43,19.17,-6.29
122405,-0.12,0.04,1.12,-5.49,12.63,-5.37
122421,-0.10,0.04,1.21,1.40,10.68,2.38
