time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
100022,0.13,-0.24,1.01,2.32,-2.14,5.86
100037,0.15,-0.25,1.00,0.85,-2.56,3.72
100053,0.16,-0.23,1.01,0.85,-2.62,-0.85
100069,0.13,-0.18,1.00,-0.73,-2.20,-11.96
100085,0.14,-0.12,1.00,4.03,-1.89,-22.89
100101,0.17,-0.11,1.01,3.23,-1.59,-24.60
100117,0.21,-0.08,1.01,-0.73,-1.65,-21.55
100133,0.25,-0.06,1.00,-0.67,-2.44,-15.20
100149,0.27,-0.04,1.00,0.37,-2.32,-10.38
100165,0.28,-0.02,1.00,4.94,-1.71,0.00
100181,0.26,-0.03,1.00,-2.20,-2.08,5.49
100197,0.24,-0.06,1.00,-2.01,-2.32,6.41
100213,0.22,-0.05,0.99,3.11,-2.01,-0.67
100229,0.18,-0.05,1.00,2.99,-2.01,-10.31
100245,0.11,-0.00,0.98,-1.16,-1.95,-10.07
100261,-0.01,0.14,1.03,1.22,-2.81,-23.86
100277,0.07,0.28,1.02,-5.19,-2.56,-54.38
100293,-0.02,0.27,0.97,-2.87,-2.32,-56.34
100309,-0.30,0.37,0.99,12.57,-2.69,-53.65
100325,-0.23,0.22,1.00,13.37,-3.30,-63.11
100341,-0.14,0.23,0.99,7.45,-2.99,-58.17
100357,0.01,0.15,1.03,-2.38,-2.50,-33.14
100373,0.07,0.11,1.02,-1.16,-1.95,-4.33
100389,0.05,0.10,1.01,-7.45,-2.01,8.12
100405,-0.09,0.46,1.21,-60.67,-5.31,8.06
100421,-0.29,-0.03,0.84,-10.74,-1.04,-17.09
100437,-0.35,0.30,1.29,60.36,-3.91,-6.71
100453,-0.04,-0.17,0.86,-40.22,-1.28,0.85
100469,0.00,0.03,1.09,20.69,-2.44,12.21
100485,0.05,-0.02,1.02,0.18,-1.83,14.04
100501,0.13,-0.06,0.97,0.55,-2.08,25.63
100517,0.03,0.00,1.02,-3.91,-2.32,36.74
100533,-0.03,0.01,0.99,-9.03,-2.01,34.55
100549,-0.03,-0.01,1.01,-3.72,-2.14,29.72
100565,0.04,-0.05,1.01,0.55,-2.50,34.18
100581,0.12,-0.09,0.99,-0.06,-2.62,40.71
100597,0.11,-0.12,0.99,2.44,-3.42,64.39
100613,0.08,-0.08,1.00,3.11,-4.46,87.83
100629,-0.06,0.10,1.04,0.61,-4.15,90.33
100645,0.09,-0.06,1.02,-3.97,-3.17,71.41
100661,0.13,-0.04,0.99,-1.53,-3.17,64.21
100677,0.12,-0.08,0.98,-0.37,-3.05,59.20
100693,0.09,-0.05,1.00,1.16,-3.17,45.23
100709,0.10,-0.01,0.99,4.03,-2.50,27.04
100725,0.08,0.04,1.03,3.66,-2.01,19.59
100741,0.18,0.06,1.00,0.55,-1.83,15.38
100757,0.11,0.03,1.01,1.22,-2.08,16.78
100773,-0.02,-0.03,1.00,2.87,-2.14,12.82
100789,0.02,-0.09,0.98,2.20,-1.95,-0.43
100805,-0.18,-0.01,1.03,4.64,-1.71,-2.69
100821,0.02,0.11,1.01,-0.12,-1.65,-12.94
100837,0.05,0.10,1.00,2.01,-1.40,-10.93
100853,0.00,0.05,1.00,2.38,-1.77,-9.16
100869,-0.10,0.02,1.01,3.60,-1.22,-7.39
100885,0.01,0.13,1.03,1.83,-1.53,-6.29
100901,0.02,0.15,1.02,0.37,-1.77,-4.94
100917,-0.09,0.00,0.99,0.12,-1.59,-2.93
100933,-0.12,-0.07,1.00,3.78,-1.71,-6.71
100949,-0.07,-0.01,1.00,2.20,-1.65,-10.50
100965,-0.04,0.04,1.01,0.06,-1.40,-14.83
100981,-0.03,0.03,1.01,0.49,-1.46,-13.79
100997,-0.07,-0.02,1.01,2.56,-1.83,-12.08
101013,-0.10,-0.03,1.00,3.91,-2.08,-8.24
101029,-0.14,-0.04,0.99,4.09,-2.14,-3.91
101045,-0.13,-0.01,0.99,5.19,-2.44,-0.73
101061,-0.11,-0.02,1.00,10.13,-2.26,5.43
101077,-0.10,-0.03,1.00,15.99,-2.38,12.70
101093,-0.08,-0.04,1.01,19.71,-2.38,14.77
101109,-0.05,-0.03,1.01,16.78,-1.95,15.81
101125,-0.03,0.05,1.01,8.79,-2.01,7.57
101141,-0.01,0.10,1.01,4.03,-2.14,2.20
101157,-0.08,0.17,1.02,-1.28,-2.56,-8.67
101173,-0.17,0.02,1.00,-2.56,-2.14,-16.05
101189,-0.19,-0.11,0.99,-0.73,-1.65,-10.62
101205,-0.13,-0.14,1.01,-0.79,-1.89,16.72
101221,-0.12,-0.10,1.01,-4.82,-2.44,45.96
101237,-0.14,-0.08,1.00,-7.14,-2.87,55.85
101253,-0.13,-0.14,0.99,-7.81,-2.20,55.05
101269,-0.05,-0.19,1.01,6.41,-2.44,41.93
101285,-0.05,-0.20,0.98,8.61,-2.56,32.04
101301,-0.04,-0.17,1.00,6.96,-2.32,12.02
101317,-0.03,-0.11,1.02,7.51,-1.59,2.87
101333,-0.05,-0.06,1.01,5.13,-1.28,4.58
101349,-0.11,-0.04,1.00,4.03,-1.40,13.12
101365,-0.08,-0.08,1.00,11.72,-2.08,21.48
101381,-0.03,-0.11,0.99,12.82,-1.77,25.88
101397,0.10,-0.18,1.01,12.39,-2.01,33.14
101413,0.08,-0.17,1.00,11.96,-1.22,31.31
101429,0.00,-0.15,1.01,13.06,-1.04,28.81
101445,-0.04,-0.12,1.01,12.21,-0.73,27.77
101461,0.04,-0.14,1.01,4.76,-0.61,26.86
101477,0.08,-0.15,1.00,3.91,-1.04,27.10
101493,0.11,-0.15,1.01,4.33,-0.43,29.17
101509,0.09,-0.15,1.01,3.91,-0.85,30.15
101525,0.08,-0.17,1.00,3.23,-0.73,30.64
101541,0.08,-0.19,1.00,2.81,-1.22,27.16
101557,0.09,-0.19,1.01,3.97,-1.59,22.71
101573,0.09,-0.16,1.01,4.15,-1.53,19.96
101589,0.11,-0.12,1.01,3.17,-1.53,9.58
101605,0.12,-0.09,1.01,2.38,-1.83,-1.16
101621,0.12,-0.07,1.00,2.38,-2.08,-5.43
101637,0.15,-0.04,1.01,3.23,-2.38,-9.09
101653,0.16,-0.03,1.01,2.08,-2.62,-11.54
101669,0.14,-0.04,1.00,1.53,-2.50,-13.61
101685,0.14,-0.02,1.01,0.37,-2.56,-18.62
101701,0.14,-0.01,1.00,1.40,-2.75,-22.16
101717,0.15,0.03,1.00,1.28,-2.69,-24.48
101733,0.17,0.07,1.00,0.98,-2.50,-26.92
101749,0.16,0.07,1.02,0.12,-3.05,-25.45
101765,0.18,0.10,1.01,2.50,-2.99,-23.62
101781,0.17,0.09,1.00,0.61,-2.81,-24.96
101797,0.15,0.08,1.00,0.49,-2.81,-25.63
101813,0.08,0.13,1.00,0.31,-3.05,-25.76
101829,0.03,0.17,1.00,0.31,-3.42,-25.57
101845,0.05,0.18,1.00,-1.40,-2.93,-23.50
101861,0.07,0.18,1.00,-2.93,-2.38,-17.88
101877,0.05,0.18,1.00,-0.73,-2.44,-11.29
101893,0.05,0.19,1.00,-0.31,-2.08,-10.13
101909,0.05,0.21,1.00,0.61,-2.14,-12.76
101925,-0.03,0.20,1.00,-1.28,-2.08,-12.57
101941,-0.03,0.21,1.00,1.59,-2.32,-10.25
101957,-0.05,0.20,1.00,1.59,-1.77,-5.68
101973,-0.02,0.17,1.00,1.59,-1.59,-0.92
101989,-0.01,0.17,1.00,-0.43,-1.59,1.83
102005,-0.02,0.17,1.00,0.37,-1.95,7.57
102021,-0.03,0.14,1.01,3.54,-1.65,11.60
102037,-0.04,0.12,1.00,4.46,-1.71,14.16
102053,-0.07,0.05,1.00,2.01,-1.71,20.69
102069,-0.06,0.04,1.00,1.46,-1.71,23.13
102085,-0.06,0.07,1.00,1.46,-1.40,21.30
102101,-0.07,0.09,1.01,2.81,-1.59,17.09
102117,-0.08,0.10,1.01,2.81,-1.77,18.62
102133,-0.08,0.11,1.00,2.20,-1.83,21.91
102149,-0.10,0.11,1.00,1.95,-1.59,30.33
102165,-0.12,0.04,1.01,0.37,-1.46,37.96
102181,-0.12,0.01,1.00,0.37,-1.46,38.45
102197,-0.11,0.02,1.00,4.70,-1.71,35.28
102213,-0.13,0.01,1.01,3.36,-1.65,34.36
102229,-0.13,0.06,1.00,1.22,-1.53,34.73
102245,-0.14,0.09,1.00,-1.59,-1.53,40.10
102261,-0.14,0.05,1.00,1.34,-1.04,52.37
102277,-0.14,-0.01,1.00,-0.24,-0.61,55.05
102293,-0.15,-0.05,1.00,2.69,-0.73,53.89
102309,-0.14,-0.05,1.01,1.71,-1.16,50.96
102325,-0.15,-0.06,0.99,0.06,-0.85,49.01
102341,-0.12,-0.06,1.00,3.97,-0.55,46.26
102357,-0.09,-0.08,1.01,2.14,-0.67,41.32
102373,-0.09,-0.09,1.01,1.65,-0.85,39.12
102389,-0.08,-0.11,1.00,0.24,-1.28,36.44
102405,-0.07,-0.10,1.00,-0.55,-1.59,32.17
102421,-0.08,-0.11,1.00,-0.31,-1.77,30.46
102437,-0.08,-0.12,1.01,2.14,-1.10,26.55
102453,-0.10,-0.12,1.01,2.44,-1.34,21.85
102469,-0.08,-0.13,1.01,1.10,-1.65,20.69
102485,-0.11,-0.15,1.00,0.06,-1.22,18.01
102501,-0.09,-0.15,1.00,2.08,-1.40,13.00
102517,-0.07,-0.15,1.00,1.89,-1.59,11.66
102533,-0.02,-0.14,1.01,0.18,-1.83,7.02
102549,-0.02,-0.13,1.01,0.98,-1.83,2.20
102565,-0.01,-0.13,1.01,3.11,-1.53,0.49
102581,-0.01,-0.09,1.00,4.03,-1.46,-3.54
102597,-0.00,-0.07,1.01,2.75,-1.46,-3.78
102613,0.01,-0.09,1.01,1.40,-1.65,-2.38
102629,0.04,-0.12,1.01,3.42,-1.34,-1.34
102645,0.06,-0.14,1.00,1.34,-1.71,-1.59
102661,0.08,-0.13,1.01,2.01,-1.77,-2.81
102677,0.05,-0.12,1.00,1.89,-2.01,-6.41
102693,0.07,-0.09,1.01,3.17,-2.20,-7.20
102709,0.08,-0.06,1.01,3.05,-2.14,-4.21
102725,0.08,-0.06,1.01,0.37,-1.71,-1.10
102741,0.08,-0.07,1.00,-1.53,-1.83,-2.26
102757,0.07,-0.07,1.01,5.00,-1.95,-1.53
102773,0.10,-0.06,1.00,3.11,-2.14,-2.20
