time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
570022,0.07,0.28,1.01,7.75,-1.95,-3.85
570037,0.00,0.05,1.03,5.37,-1.83,0.31
570053,0.00,0.01,1.01,-3.11,-1.83,1.65
570069,0.01,0.07,0.99,-5.00,-1.83,-6.47
570085,0.05,0.15,0.99,5.19,-1.71,-19.65
570101,0.07,0.21,1.00,10.68,-1.89,-23.86
570117,0.09,0.26,1.00,13.37,-1.83,-26.37
570133,0.07,0.28,1.00,15.38,-1.77,-17.82
570149,0.05,0.29,1.01,14.10,-1.65,-11.11
570165,0.05,0.30,1.01,5.62,-1.71,2.44
570181,0.03,0.28,1.00,-1.34,-1.46,15.93
570197,0.01,0.26,0.99,-4.09,-1.04,23.32
570213,-0.02,0.19,1.00,-2.75,-0.98,35.10
570229,-0.03,0.14,0.99,3.91,-1.40,38.09
570245,-0.03,0.11,1.00,7.87,-1.34,38.21
570261,-0.01,0.06,1.02,9.83,-2.01,37.72
570277,-0.01,0.03,1.00,-4.70,-2.14,34.73
570293,-0.01,0.02,0.99,-8.73,-2.01,32.65
570309,-0.01,0.02,1.00,1.16,-2.20,27.89
570325,-0.05,0.04,1.01,7.87,-1.77,23.68
570341,-0.07,0.03,0.99,5.98,-1.53,22.46
570357,-0.06,0.01,1.01,5.98,-0.92,24.23
570373,-0.02,-0.04,1.01,3.17,-1.59,27.83
570389,-0.01,-0.08,1.01,1.89,-1.65,28.69
570405,-0.04,-0.12,0.99,0.61,-1.95,26.49
570421,-0.00,-0.08,1.02,-2.93,-1.10,21.85
570437,-0.05,-0.13,0.99,-7.75,-1.46,19.78
570453,-0.05,-0.11,1.00,0.31,-1.53,18.31
570469,-0.05,-0.13,1.01,6.71,-2.01,21.73
570485,-0.03,-0.16,1.00,0.18,-2.01,21.06
570501,-0.02,-0.16,1.00,4.94,-1.65,19.59
570517,-0.01,-0.16,1.01,4.27,-1.34,21.06
570533,-0.02,-0.20,1.01,-1.04,-1.28,19.84
570549,-0.06,-0.21,1.01,1.46,-1.53,17.76
570565,-0.05,-0.26,1.01,0.67,-1.53,17.46
570581,-0.02,-0.30,1.01,-3.11,-1.40,14.34
570597,0.00,-0.28,1.00,-3.17,-1.59,5.80
570613,0.02,-0.27,1.01,-2.44,-1.65,0.67
570629,0.05,-0.17,0.99,-0.98,-1.71,-5.31
570645,0.00,-0.02,1.00,7.63,-2.08,2.38
570661,-0.03,-0.09,1.01,10.62,-2.01,3.23
570677,-0.03,-0.16,1.01,8.97,-1.53,15.32
570693,-0.01,-0.19,1.01,1.34,-1.59,26.86
570709,-0.01,-0.20,1.01,-1.46,-1.59,27.95
570725,0.01,-0.22,1.01,-4.58,-1.71,22.22
570741,0.00,-0.23,1.00,-4.39,-1.65,13.98
570757,-0.00,-0.23,1.01,-4.39,-1.89,10.07
570773,-0.01,-0.23,1.00,-4.15,-2.38,3.66
570789,-0.02,-0.19,1.00,-2.93,-2.99,-2.99
570805,-0.02,-0.15,1.00,-2.20,-2.62,-7.39
570821,0.00,-0.11,0.99,1.65,-1.89,-15.87
570837,0.01,-0.09,1.00,12.88,-1.04,-15.38
570853,0.00,-0.08,1.01,15.99,-1.34,-11.78
570869,-0.02,-0.09,1.02,10.31,-2.14,-4.33
570885,-0.04,-0.08,1.00,0.31,-2.14,0.37
570901,-0.06,-0.06,1.01,0.67,-2.14,0.61
570917,-0.04,-0.04,1.02,-1.71,-1.95,-6.53
570933,-0.03,-0.02,0.99,4.39,-1.28,-16.72
570949,-0.02,-0.01,1.01,3.11,-1.77,-22.22
570965,-0.01,-0.00,1.00,1.53,-2.69,-27.95
570981,-0.04,-0.00,1.00,3.23,-2.69,-27.83
570997,-0.03,0.05,1.03,-1.10,-2.62,-29.11
