time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
160022,0.01,0.01,1.00,1.59,-1.95,2.14
160037,0.00,0.01,1.00,1.71,-2.01,2.14
160053,0.01,0.01,1.01,1.59,-1.95,2.14
160069,0.01,0.01,1.00,1.59,-1.89,2.08
160085,0.01,0.00,1.00,1.59,-1.83,2.14
160101,0.01,0.01,1.00,1.59,-1.89,2.20
160117,0.01,0.00,1.00,1.65,-1.95,2.08
160133,0.01,0.01,1.01,1.65,-1.95,2.20
160149,0.01,0.01,1.00,1.65,-1.89,2.20
160165,0.01,0.01,1.00,1.65,-1.89,2.14
160181,0.01,0.01,1.00,1.59,-1.89,2.20
160197,0.01,0.01,1.00,1.65,-1.95,2.08
160213,0.00,0.01,1.01,1.71,-1.95,2.08
160229,0.00,0.01,1.00,1.59,-1.89,2.14
160245,0.01,0.01,1.00,1.59,-1.83,2.14
160261,0.01,0.01,1.00,1.59,-1.89,2.14
160277,0.01,0.01,1.00,1.59,-1.83,2.08
160293,0.01,0.01,1.00,1.65,-1.89,2.14
160309,0.00,0.01,1.01,1.71,-1.89,2.08
160325,0.01,0.01,1.00,1.65,-1.83,2.14
160341,0.01,0.01,1.00,1.59,-2.01,2.14
160357,0.01,0.01,1.00,1.59,-1.95,2.14
160373,0.01,0.01,1.00,1.65,-1.89,2.08
160389,0.01,0.01,1.00,1.65,-1.89,2.14
160405,0.01,0.00,1.00,1.59,-1.95,2.14
160421,0.01,0.01,1.00,1.59,-1.83,2.08
160437,0.01,0.01,1.00,1.59,-1.89,2.14
160453,0.01,0.01,1.00,1.65,-1.89,2.20
160469,0.01,0.01,1.00,1.59,-1.89,2.14
160485,0.00,0.01,1.00,1.65,-1.89,2.08
160501,0.01,0.01,1.00,1.65,-1.89,2.08
160517,0.01,0.01,1.00,1.59,-1.83,2.08
160533,0.01,0.01,1.00,1.53,-1.89,2.14
160549,0.01,0.01,1.00,1.65,-1.95,2.20
160565,0.01,0.01,1.00,1.65,-1.89,2.14
160581,0.01,0.01,1.00,1.65,-1.83,2.20
160597,0.01,0.01,1.00,1.59,-1.89,2.14
160613,0.01,0.01,1.00,1.65,-2.01,2.14
160629,0.01,0.01,1.00,1.65,-1.89,2.14
160645,0.01,0.01,1.00,1.65,-1.95,2.14
160661,0.01,0.01,1.00,1.65,-1.83,2.14
160677,0.01,0.01,1.00,1.53,-1.89,2.14
160693,0.01,0.01,1.00,1.59,-1.89,2.14
160709,0.01,0.01,1.00,1.59,-1.83,2.08
160725,0.01,0.01,1.00,1.59,-1.77,2.14
160741,0.01,0.01,1.00,1.65,-1.95,2.14
160757,0.01,0.01,1.00,1.65,-1.89,2.14
160773,0.01,0.01,1.00,1.59,-1.83,2.20
160789,0.01,0.01,1.00,1.59,-1.89,2.14
160805,0.01,0.01,1.00,1.65,-1.95,2.08
160821,0.01,0.01,1.00,1.59,-1.89,2.08
160837,0.01,0.01,1.00,1.59,-1.95,2.14
160853,0.01,0.01,1.00,1.65,-1.89,2.14
160869,0.01,0.00,1.00,1.59,-1.89,2.14
160885,0.01,0.01,1.00,1.65,-1.77,2.14
160901,0.01,0.01,1.00,1.65,-1.89,2.08
160917,0.01,0.01,1.00,1.65,-1.83,2.14
160933,0.01,0.01,1.00,1.65,-1.95,2.14
160949,0.01,0.01,1.00,1.65,-1.89,2.14
160965,0.01,0.01,1.00,1.65,-1.89,2.14
160981,0.01,0.01,1.00,1.65,-1.89,2.14
160997,0.01,0.01,1.00,1.59,-1.89,2.14
161013,0.01,0.01,1.00,1.71,-1.95,2.08
