time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
70022,-0.08,-0.02,1.01,1.04,-2.08,13.18
70037,-0.08,-0.04,1.01,-0.37,-1.71,14.95
70053,-0.09,-0.10,1.00,-5.86,-1.65,19.71
70069,-0.11,-0.11,1.00,-4.27,-1.46,21.18
70085,-0.12,-0.14,1.01,0.67,-1.53,17.94
70101,-0.16,-0.17,1.01,0.37,-1.83,8.24
70117,-0.17,-0.16,1.00,1.53,-1.83,3.97
70133,-0.17,-0.12,1.00,1.04,-1.53,-1.28
70149,-0.10,-0.10,1.00,5.92,-1.46,-4.76
70165,-0.08,-0.09,1.01,7.32,-1.65,-6.65
70181,-0.07,-0.08,1.01,4.76,-1.77,-9.34
70197,-0.09,-0.06,1.01,1.59,-1.28,-10.25
70213,-0.11,-0.04,1.00,0.92,-1.59,-12.02
70229,-0.08,-0.01,1.01,7.39,-1.59,-16.78
70245,-0.00,-0.03,1.00,4.33,-1.95,-16.91
70261,-0.00,-0.04,1.00,3.91,-1.83,-13.73
70277,-0.01,-0.09,1.00,0.55,-0.92,-5.43
70293,-0.02,-0.08,1.00,-0.06,-2.01,0.79
70309,0.01,-0.09,1.01,-0.18,-1.71,0.85
70325,0.04,-0.11,1.01,1.77,-1.83,-1.40
70341,0.05,-0.13,1.00,2.26,-1.71,-1.71
70357,0.06,-0.14,1.01,1.10,-1.40,0.12
70373,0.08,-0.15,1.01,2.44,-0.98,4.33
70389,0.15,-0.15,1.00,-0.37,-1.46,5.86
70405,0.16,-0.15,1.00,-0.73,-1.46,5.86
70421,0.14,-0.14,1.00,-0.43,-1.83,2.20
70437,0.11,-0.10,1.00,1.34,-1.89,-2.75
70453,0.09,-0.09,1.00,2.38,-1.95,-5.07
70469,0.14,-0.08,1.01,2.56,-1.77,-5.98
70485,0.20,-0.09,1.00,2.93,-2.14,-0.85
70501,0.21,-0.09,1.00,2.08,-1.95,1.89
70517,0.20,-0.09,1.00,0.73,-1.34,5.62
70533,0.16,-0.07,1.01,2.26,-1.46,9.64
70549,0.13,-0.08,1.00,0.61,-1.28,10.50
