time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
180022,-0.10,0.01,1.00,2.93,-1.83,12.70
180037,-0.06,-0.00,1.00,2.08,-1.77,13.79
180053,-0.07,-0.00,1.01,1.16,-2.01,16.66
180069,-0.07,-0.03,1.01,1.46,-1.95,18.19
180085,-0.11,-0.04,1.00,0.12,-2.01,21.73
180101,-0.12,-0.06,1.00,0.43,-1.83,24.05
180117,-0.12,-0.05,1.00,2.08,-1.77,24.48
180133,-0.09,-0.06,1.00,3.72,-1.46,27.40
180149,-0.10,-0.08,1.00,1.95,-1.59,28.63
180165,-0.13,-0.07,1.01,1.89,-1.10,30.40
180181,-0.17,-0.04,1.00,1.95,-1.53,33.26
180197,-0.19,-0.02,1.00,1.71,-1.28,35.28
180213,-0.17,-0.03,1.00,2.08,-0.49,38.70
180229,-0.13,-0.06,1.01,2.62,-0.67,41.63
180245,-0.13,-0.08,1.01,1.77,-1.04,43.46
180261,-0.11,-0.11,1.01,0.79,-0.37,46.81
180277,-0.12,-0.14,1.01,1.10,-0.55,48.83
180293,-0.11,-0.16,1.01,1.40,-0.67,49.19
180309,-0.12,-0.24,1.00,0.85,-0.67,48.40
180325,-0.12,-0.33,1.01,2.62,-0.98,41.44
180341,-0.12,-0.35,1.01,3.05,-1.10,35.64
180357,-0.05,-0.37,1.01,2.50,-0.85,23.19
180373,-0.00,-0.33,1.01,-0.37,-1.22,9.22
180389,0.02,-0.30,1.01,-0.98,-1.65,0.92
180405,0.09,-0.23,1.00,0.00,-1.95,-12.51
180421,0.13,-0.17,1.00,0.18,-2.38,-18.43
180437,0.13,-0.15,1.01,0.49,-2.50,-18.37
180453,0.16,-0.11,1.01,3.11,-2.44,-14.83
180469,0.18,-0.12,1.01,3.36,-1.77,-11.29
180485,0.19,-0.12,1.01,3.23,-1.22,-11.78
180501,0.21,-0.10,1.01,3.60,-1.34,-14.89
180517,0.23,-0.03,1.00,4.58,-1.89,-19.17
180533,0.25,-0.00,1.00,3.60,-2.14,-19.96
180549,0.27,0.05,1.00,2.38,-2.50,-18.25
180565,0.27,0.05,1.00,2.50,-2.38,-19.23
180581,0.27,0.05,1.00,2.01,-2.14,-21.18
180597,0.23,0.06,1.00,2.56,-2.50,-24.66
180613,0.20,0.08,1.00,0.06,-2.69,-29.66
180629,0.16,0.13,1.01,2.50,-2.44,-32.17
180645,0.12,0.18,1.00,-0.37,-3.17,-35.71
180661,0.07,0.19,0.99,1.46,-3.36,-32.71
180677,0.06,0.20,1.00,2.14,-2.62,-30.94
180693,0.06,0.18,1.00,-0.37,-2.69,-30.27
180709,0.03,0.20,1.00,2.38,-2.87,-34.30
180725,0.04,0.21,0.99,2.69,-3.17,-36.80
180741,0.07,0.22,1.00,0.37,-2.56,-36.19
180757,0.03,0.20,0.99,-0.49,-3.17,-32.23
180773,-0.01,0.18,1.00,0.43,-2.75,-31.49
180789,-0.01,0.16,0.99,2.50,-2.32,-29.97
180805,-0.05,0.18,1.00,0.61,-1.71,-28.75
180821,-0.05,0.19,1.00,0.49,-2.01,-27.16
180837,-0.08,0.18,1.00,1.77,-1.95,-25.21
180853,-0.06,0.16,1.00,1.71,-1.59,-22.16
180869,-0.07,0.16,1.00,2.01,-1.89,-20.63
180885,-0.08,0.13,1.00,2.01,-2.62,-15.87
180901,-0.10,0.11,1.00,2.44,-2.44,-11.29
180917,-0.12,0.09,1.00,2.87,-2.56,-7.87
180933,-0.15,0.06,1.00,2.08,-2.26,-1.40
180949,-0.14,0.00,1.00,0.73,-2.32,0.61
