time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
160022,-0.08,0.04,1.48,5.07,-8.85,-9.28
160037,-0.09,0.06,1.46,3.17,-12.94,-11.23
160053,-0.09,0.06,1.42,1.22,-20.81,-10.38
160069,-0.09,0.04,1.37,1.34,-28.20,-4.70
160085,-0.09,0.03,1.34,1.65,-32.53,-2.20
160101,-0.09,0.02,1.25,1.65,-41.50,-0.79
160117,-0.07,0.02,1.15,0.67,-47.61,-1.65
160133,-0.07,0.02,1.10,1.16,-48.95,-1.59
160149,-0.04,0.02,1.02,4.70,-48.65,-0.12
160165,-0.03,0.02,0.99,12.51,-44.25,2.81
160181,-0.01,0.01,0.97,17.88,-41.08,4.64
160197,-0.01,0.00,0.99,25.33,-36.25,7.75
160213,-0.01,0.00,0.99,24.84,-35.40,7.69
160229,-0.01,0.01,0.98,23.07,-35.46,7.14
160245,0.00,0.02,0.94,19.65,-35.52,7.20
160261,0.02,0.01,0.92,24.17,-35.77,10.13
160277,0.04,0.01,0.90,28.38,-36.62,12.27
160293,0.01,0.02,0.89,35.89,-40.41,15.50
160309,0.01,0.03,0.87,35.58,-45.35,15.93
160325,0.03,0.03,0.81,30.09,-46.75,15.56
160341,0.06,0.04,0.74,23.86,-46.94,13.31
160357,0.08,0.06,0.71,20.63,-45.96,10.99
160373,0.11,0.07,0.66,13.79,-42.36,6.35
160389,0.12,0.08,0.61,9.16,-37.54,4.52
160405,0.14,0.08,0.59,7.81,-35.22,4.94
160421,0.16,0.08,0.56,6.16,-30.40,6.77
160437,0.17,0.06,0.53,3.11,-25.57,8.30
160453,0.18,0.04,0.51,0.92,-23.68,8.48
160469,0.20,0.02,0.47,-3.85,-20.26,6.23
160485,0.19,0.01,0.43,-6.16,-15.38,1.22
160501,0.19,0.02,0.41,-6.16,-11.66,-1.40
160517,0.19,0.03,0.40,-4.76,-2.87,-5.55
160533,0.18,0.03,0.43,-3.05,6.71,-5.55
160549,0.17,0.03,0.47,-4.39,12.33,-4.52
160565,0.15,0.02,0.55,-11.41,21.67,-3.11
160581,0.14,-0.01,0.62,-14.10,27.89,-4.21
