time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
60022,-0.05,0.07,0.99,10.38,-35.34,11.41
60037,-0.04,0.07,0.99,14.34,-38.09,11.72
60053,-0.02,0.09,0.98,19.53,-41.99,10.01
60069,-0.02,0.11,0.98,22.22,-43.46,9.22
60085,-0.00,0.14,0.96,21.48,-46.51,9.03
60101,0.03,0.14,0.92,14.71,-46.81,10.38
60117,0.03,0.13,0.90,10.93,-46.33,10.99
60133,0.04,0.13,0.85,5.86,-44.25,11.05
60149,0.06,0.14,0.81,2.38,-43.15,10.56
60165,0.08,0.14,0.79,0.67,-44.19,10.56
60181,0.11,0.14,0.75,-3.05,-45.53,11.78
60197,0.13,0.14,0.71,-8.00,-42.66,12.33
60213,0.14,0.14,0.68,-11.29,-39.79,12.51
60229,0.14,0.11,0.63,-17.15,-32.41,14.22
60245,0.13,0.08,0.58,-18.80,-27.28,17.15
60261,0.13,0.06,0.56,-17.70,-26.06,18.55
60277,0.15,-0.00,0.51,-16.05,-26.67,21.42
60293,0.18,-0.07,0.45,-11.84,-26.31,23.44
60309,0.19,-0.09,0.43,-8.36,-24.23,23.56
60325,0.17,-0.12,0.41,-1.46,-16.66,20.26
60341,0.15,-0.12,0.42,0.55,-4.52,10.01
60357,0.16,-0.11,0.43,-0.06,2.75,3.23
60373,0.18,-0.05,0.51,-1.22,20.39,-11.35
60389,0.17,0.00,0.63,-5.43,37.60,-20.08
60405,0.15,0.02,0.67,-11.11,41.75,-21.48
60421,0.13,0.03,0.74,-15.93,39.79,-20.32
60437,0.11,0.05,0.81,-5.07,32.47,-18.13
60453,0.11,0.08,0.85,1.28,28.93,-17.40
60469,0.14,0.11,0.87,-1.10,20.02,-15.44
60485,0.15,0.11,0.84,-7.87,17.94,-9.40
60501,0.14,0.10,0.83,-8.36,19.71,-4.46
60517,0.07,0.06,0.84,-2.69,24.96,5.62
60533,0.05,0.03,0.88,3.17,28.63,9.22
60549,0.05,0.02,0.90,5.25,29.91,7.51
60565,0.08,0.01,0.93,7.81,30.94,1.71
60581,0.07,0.01,0.95,8.67,32.96,-0.79
60597,0.01,0.02,1.00,6.35,34.24,-1.65
60613,-0.04,0.03,1.03,-1.89,36.93,-5.55
60629,-0.04,0.03,1.04,-3.54,40.10,-12.88
60645,0.00,0.08,1.05,-0.37,41.50,-16.85
60661,0.02,0.14,1.09,4.52,40.89,-19.10
60677,0.01,0.16,1.10,3.30,37.90,-11.84
60693,-0.02,0.16,1.12,1.28,36.07,-7.14
60709,-0.04,0.12,1.13,-4.52,31.74,-1.40
60725,-0.04,0.11,1.12,-5.37,29.91,-3.72
60741,-0.03,0.11,1.10,0.98,26.12,-5.80
60757,-0.00,0.21,1.09,14.89,20.26,-6.47
60773,-0.05,0.11,1.03,7.51,19.35,-4.76
60789,-0.10,0.15,1.17,40.16,13.67,8.73
60805,-0.11,0.06,1.13,20.20,5.07,3.23
60821,-0.10,0.06,1.14,23.99,7.93,0.00
60837,-0.08,0.13,1.17,26.79,10.62,-9.83
60853,-0.05,0.22,1.16,22.71,10.68,-18.31
60869,-0.05,0.26,1.15,20.63,11.47,-17.46
60885,-0.07,0.25,1.12,11.54,13.92,-8.06
60901,-0.08,0.19,1.09,6.90,19.10,1.71
60917,-0.08,0.17,1.10,8.12,22.16,3.91
60933,-0.07,0.17,1.15,9.03,26.67,3.42
60949,-0.08,0.16,1.17,1.83,28.63,1.59
60965,-0.09,0.16,1.16,-1.22,28.44,1.40
60981,-0.11,0.13,1.16,-0.31,23.68,2.08
60997,-0.11,0.30,1.57,-19.53,22.77,4.27
61013,-0.17,0.19,1.45,-55.11,39.31,4.94
61029,-0.24,0.11,1.31,-14.71,29.24,7.69
61045,-0.15,0.11,1.27,13.92,-26.61,0.79
61061,-0.12,0.10,1.19,17.76,-39.43,-1.16
61077,-0.08,0.12,1.07,29.66,-45.59,-0.79
61093,-0.06,0.14,1.07,26.67,-39.49,0.55
61109,-0.08,0.15,1.08,20.26,-30.76,0.49
61125,-0.09,0.18,1.13,5.86,-7.20,-0.73
61141,-0.10,0.18,1.21,-12.33,9.28,-3.54
61157,-0.09,0.18,1.24,-18.49,13.24,-5.31
61173,-0.12,0.18,1.28,-20.14,13.37,-7.93
61189,-0.14,0.19,1.31,-14.10,3.78,-5.92
61205,-0.14,0.20,1.32,-10.38,-2.32,-4.09
61221,-0.15,0.20,1.31,-7.08,-13.00,-0.18
61237,-0.13,0.18,1.27,-9.58,-20.32,3.48
61253,-0.12,0.18,1.25,-8.30,-23.50,5.49
61269,-0.11,0.17,1.21,-3.60,-26.86,7.75
61285,-0.10,0.17,1.18,-4.76,-25.21,7.87
61301,-0.11,0.16,1.16,-7.69,-23.07,7.32
61317,-0.08,0.14,1.12,-12.88,-14.95,7.63
61333,-0.09,0.13,1.13,-10.07,-8.48,9.64
61349,-0.10,0.12,1.13,-9.09,-7.45,10.38
61365,-0.11,0.11,1.14,-5.80,-10.74,12.21
61381,-0.12,0.10,1.13,-4.82,-19.10,11.47
61397,-0.11,0.10,1.10,-5.62,-23.68,10.50
61413,-0.10,0.11,0.99,-3.11,-29.48,8.30
61429,-0.07,0.14,0.86,9.64,-30.46,8.54
61445,-0.04,0.16,0.82,18.86,-27.40,10.07
61461,-0.02,0.20,0.85,28.50,-19.90,17.40
61477,-0.04,0.19,0.92,18.13,-15.69,27.59
61493,-0.05,0.16,0.93,6.65,-16.48,31.01
61509,-0.07,0.08,0.89,-13.73,-23.68,35.03
61525,-0.09,0.01,0.81,-15.20,-34.73,31.25
61541,-0.09,-0.00,0.77,-12.88,-41.20,29.05
61557,-0.08,-0.01,0.69,-8.54,-50.66,24.84
61573,-0.02,0.01,0.64,-1.53,-53.28,19.90
61589,0.00,0.03,0.62,-0.79,-53.71,17.52
61605,0.02,0.04,0.57,-5.19,-52.12,15.87
61621,0.02,0.03,0.52,-16.05,-46.14,16.85
61637,0.04,-0.02,0.50,-20.69,-41.69,17.27
61653,0.07,-0.06,0.47,-26.18,-32.71,16.17
61669,0.08,-0.08,0.47,-23.44,-21.42,10.13
61685,0.08,-0.09,0.46,-19.29,-14.77,6.29
61701,0.10,-0.07,0.50,-6.65,-2.01,-2.01
61717,0.11,-0.05,0.53,1.65,8.61,-6.96
61733,0.12,-0.06,0.61,1.46,14.22,-6.77
61749,0.13,-0.07,0.68,-5.43,22.64,-4.70
61765,0.13,-0.07,0.71,-9.34,20.87,-5.80
61781,0.09,-0.07,0.74,-11.90,18.49,-7.02
61797,0.06,-0.05,0.78,-10.13,13.73,-10.13
61813,0.04,-0.03,0.79,-9.03,11.96,-12.08
61829,0.03,0.01,0.80,-3.30,11.41,-15.08
61845,0.07,0.04,0.81,4.64,12.15,-13.06
61861,0.08,0.05,0.82,7.75,12.51,-9.95
61877,0.04,0.04,0.83,5.98,13.67,-2.56
61893,0.00,-0.00,0.82,-4.70,14.89,1.34
61909,-0.01,-0.03,0.81,-7.57,14.53,1.89
61925,0.02,-0.05,0.83,3.54,15.32,1.53
61941,0.05,-0.01,0.88,22.22,20.08,-4.82
61957,0.05,0.02,0.92,26.00,24.29,-8.73
61973,0.02,0.07,0.96,16.05,35.10,-12.94
61989,-0.04,0.07,1.00,-0.79,43.52,-10.68
62005,-0.04,0.06,1.03,-4.82,46.51,-8.18
62021,-0.04,0.03,1.10,-2.99,49.62,-2.99
62037,-0.05,0.04,1.19,7.32,47.30,-4.76
62053,-0.06,0.07,1.23,9.70,43.76,-7.45
62069,-0.08,0.11,1.26,7.81,37.48,-9.95
62085,-0.10,0.09,1.23,0.18,31.31,-4.82
62101,-0.12,0.07,1.22,-0.18,28.50,-1.28
62117,-0.07,0.11,1.23,7.69,20.94,3.48
62133,-0.09,0.01,1.19,5.31,18.68,4.03
62149,-0.09,0.09,1.28,36.99,14.16,7.45
62165,-0.09,0.05,1.19,6.29,-0.12,-6.35
62181,-0.11,0.07,1.15,8.85,1.04,-8.18
62197,-0.12,0.09,1.16,11.66,-0.55,-7.63
62213,-0.11,0.12,1.16,14.53,-2.56,-10.44
62229,-0.07,0.15,1.19,19.47,-0.06,-7.63
62245,-0.07,0.17,1.21,16.36,0.31,-5.74
62261,-0.07,0.16,1.19,-4.03,-0.49,-2.20
62277,-0.07,0.12,1.15,-14.83,-1.65,0.31
62293,-0.06,0.11,1.14,-12.63,-2.14,1.83
62309,-0.05,0.09,1.13,-1.95,-6.53,4.82
62325,-0.05,0.08,1.11,8.54,-12.57,7.08
62341,-0.06,0.08,1.11,11.17,-15.38,7.32
62357,-0.06,0.08,1.09,7.69,-18.25,5.31
62373,-0.03,0.08,1.12,3.85,-14.04,2.44
62389,-0.04,0.08,1.15,3.48,-9.34,1.65
62405,-0.06,0.10,1.23,4.27,0.67,1.59
62421,-0.05,0.13,1.32,2.01,8.18,1.34
62437,-0.04,0.13,1.35,-0.43,10.19,2.14
62453,-0.05,0.10,1.41,1.83,8.91,5.80
62469,-0.07,0.07,1.45,9.46,-0.55,8.06
