time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
130022,0.01,0.01,1.00,1.65,-1.83,2.08
130037,0.01,0.01,1.00,1.65,-1.95,2.20
130053,0.01,0.01,1.00,1.59,-1.83,2.20
130069,0.01,0.01,1.00,1.53,-1.89,2.08
130085,0.01,0.01,1.00,1.59,-1.89,2.08
130101,0.01,0.01,1.00,1.59,-1.83,2.08
130117,0.01,0.01,1.00,1.71,-1.83,2.08
130133,0.01,0.01,1.00,1.65,-1.83,2.14
130149,0.01,0.01,1.00,1.53,-1.89,2.14
130165,0.01,0.01,1.00,1.59,-1.89,2.14
130181,0.01,0.01,1.00,1.59,-1.95,2.14
130197,0.01,0.01,1.00,1.59,-1.83,2.14
130213,0.01,0.01,1.00,1.65,-1.89,2.14
130229,0.01,0.01,1.00,1.59,-1.83,2.08
130245,0.01,0.01,1.00,1.59,-1.83,2.08
130261,0.01,0.01,1.00,1.65,-1.89,2.14
130277,0.01,0.01,1.00,1.65,-1.89,2.20
130293,0.01,0.01,1.00,1.71,-1.89,2.14
130309,0.01,0.01,1.00,1.65,-1.89,2.14
130325,0.01,0.01,1.00,1.65,-1.89,2.08
130341,0.01,0.01,1.00,1.59,-1.89,2.14
130357,0.01,0.01,1.00,1.65,-1.89,2.14
130373,0.01,0.01,1.00,1.65,-1.89,2.08
130389,0.01,0.01,1.00,1.65,-1.95,2.08
130405,0.01,0.01,1.00,1.59,-1.83,2.14
130421,0.01,0.01,1.00,1.65,-1.89,2.08
130437,0.01,0.01,1.00,1.71,-1.89,2.20
130453,0.01,0.01,1.00,1.65,-1.89,2.20
130469,0.01,0.01,1.00,1.65,-1.83,2.20
130485,0.01,0.01,1.00,1.71,-1.95,2.14
130501,0.01,0.01,1.00,1.59,-1.83,2.14
130517,0.01,0.01,1.00,1.59,-1.95,2.14
130533,0.01,0.01,1.00,1.59,-1.89,2.14
130549,0.01,0.01,1.00,1.71,-1.83,2.14
130565,0.01,0.01,1.00,1.65,-1.89,2.14
130581,0.01,0.01,1.00,1.65,-1.89,2.14
130597,0.01,0.01,1.00,1.65,-1.83,2.08
130613,0.01,0.01,1.00,1.65,-1.89,2.14
130629,0.01,0.01,1.00,1.59,-1.89,2.20
130645,0.01,0.01,1.00,1.59,-1.89,2.14
130661,0.01,0.01,1.00,1.65,-1.89,2.14
130677,0.01,0.01,1.00,1.65,-1.95,2.14
130693,0.01,0.01,1.00,1.65,-1.89,2.14
130709,0.01,0.01,1.00,1.59,-1.89,2.14
130725,0.01,0.01,1.00,1.59,-1.89,2.14
130741,0.01,0.01,1.00,1.59,-1.89,2.08
130757,0.01,0.01,1.00,1.65,-1.89,2.14
130773,0.01,0.01,1.00,1.65,-1.89,2.14
130789,0.01,0.01,1.00,1.65,-1.89,2.08
130805,0.01,0.01,1.00,1.65,-1.83,2.14
130821,0.01,0.01,1.00,1.65,-1.95,2.14
130837,0.01,0.01,1.00,1.65,-1.95,2.08
130853,0.01,0.01,1.00,1.65,-1.89,2.08
130869,0.01,0.01,1.00,1.59,-1.89,2.14
