time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
470022,-0.02,0.29,1.00,16.54,-1.53,8.54
470037,-0.01,0.25,1.00,14.04,-1.65,17.94
470053,-0.00,0.16,1.00,2.01,-1.89,32.78
470069,-0.02,0.12,1.01,-11.29,-1.34,39.92
470085,-0.02,0.11,1.00,-12.27,-1.40,38.33
470101,-0.02,0.13,0.99,2.56,-2.44,29.66
470117,-0.01,0.13,1.00,14.34,-3.36,20.75
470133,0.01,0.12,0.99,16.85,-3.42,19.84
470149,0.03,0.09,1.01,8.73,-1.83,23.32
470165,0.03,0.07,1.01,1.53,-2.20,26.86
470181,0.04,0.06,1.00,0.98,-2.44,27.71
470197,0.05,0.03,1.00,2.32,-1.95,26.25
470213,0.01,0.03,1.01,4.21,-0.73,21.48
470229,-0.00,0.01,1.01,3.72,-1.53,18.43
470245,0.01,-0.04,1.00,1.59,-1.83,18.01
470261,-0.06,-0.11,1.02,1.65,-1.10,18.37
470277,-0.03,0.00,1.02,5.74,-1.34,16.85
470293,-0.09,-0.05,0.99,-3.97,-1.95,15.63
470309,-0.04,-0.06,1.01,9.52,-0.92,19.29
470325,-0.04,-0.06,1.01,11.72,-0.43,22.28
470341,-0.01,-0.13,1.00,3.60,-0.67,26.79
470357,-0.01,-0.20,1.01,1.65,-1.34,30.94
470373,-0.02,-0.21,1.01,3.05,-0.67,33.87
470389,-0.04,-0.24,1.01,-0.92,-0.18,34.42
470405,-0.00,-0.27,1.02,4.58,-0.98,27.71
470421,0.01,-0.30,1.01,2.99,-1.10,23.25
470437,0.04,-0.35,1.01,2.99,-1.16,14.10
470453,0.05,-0.40,1.01,1.34,-1.95,4.09
470469,0.05,-0.41,1.01,-0.18,-2.01,0.18
470485,0.10,-0.26,1.00,-1.95,-2.32,-3.91
470501,-0.01,-0.11,1.00,0.31,-1.95,7.14
470517,-0.01,-0.13,1.01,2.44,-1.40,13.37
470533,0.02,-0.21,1.01,3.54,-1.10,25.21
470549,0.04,-0.26,1.01,-0.98,-1.46,35.22
470565,0.04,-0.27,1.01,-2.56,-1.46,35.58
470581,0.03,-0.27,1.01,-0.12,-1.22,27.71
470597,-0.00,-0.25,1.00,-0.12,-1.34,14.59
470613,-0.01,-0.25,1.00,0.73,-1.77,7.20
470629,-0.00,-0.23,1.01,3.60,-2.26,-5.25
470645,-0.01,-0.18,1.00,0.31,-3.17,-12.15
470661,-0.00,-0.17,1.01,-1.65,-3.23,-13.12
470677,-0.01,-0.15,1.00,-2.50,-2.50,-15.81
470693,-0.02,-0.13,1.01,0.43,-2.38,-18.25
470709,-0.03,-0.10,1.01,0.00,-2.81,-18.74
470725,-0.03,-0.07,1.00,-0.12,-2.38,-18.92
470741,-0.02,-0.05,1.00,1.95,-2.14,-20.14
470757,-0.03,-0.04,1.01,1.10,-2.20,-20.57
470773,-0.06,-0.06,0.99,-2.26,-2.44,-20.63
470789,-0.06,0.03,0.98,8.00,-2.81,-17.70
470805,0.00,0.02,1.01,4.52,-1.71,-15.93
470821,-0.03,0.04,1.01,2.69,-2.14,-9.22
470837,-0.04,0.03,1.01,-4.94,-1.77,-9.28
470853,0.01,0.02,0.99,-8.97,-1.46,-8.18
470869,-0.01,0.05,0.99,-5.00,-1.22,-4.94
470885,-0.03,0.09,1.02,-5.43,-2.08,-7.87
470901,-0.03,0.05,1.00,-5.49,-2.32,-10.50
470917,-0.02,0.02,0.99,-1.04,-0.49,-16.78
470933,-0.01,0.03,1.00,0.06,0.00,-24.48
470949,-0.01,0.09,1.01,-3.42,-0.98,-27.10
470965,0.03,0.17,0.99,-2.87,-1.22,-28.81
470981,0.02,0.19,0.99,0.49,-1.71,-27.16
470997,0.00,0.17,1.01,3.30,-3.54,-22.95
471013,-0.02,0.17,0.99,2.99,-1.83,-20.69
471029,-0.02,0.20,1.01,3.05,-2.01,-18.62
471045,0.01,0.25,1.00,-3.85,-2.75,-14.40
471061,0.01,0.35,0.99,1.10,-2.20,-9.77
471077,0.02,0.38,0.98,6.77,-2.38,-6.84
471093,0.03,0.40,1.00,19.65,-1.95,-2.26
471109,-0.00,0.09,1.00,8.85,-2.20,-3.66
471125,0.00,0.09,1.01,4.88,-2.44,-10.19
