time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
590022,-0.02,-0.20,1.01,1.77,-1.16,21.97
590037,-0.00,-0.26,1.01,1.83,-1.16,27.59
590053,0.00,-0.28,1.00,1.59,-1.10,28.08
590069,0.00,-0.31,1.01,0.73,-1.16,25.39
590085,0.00,-0.30,1.01,0.12,-1.46,15.75
590101,-0.01,-0.27,1.01,-0.49,-1.65,9.77
590117,-0.05,-0.17,1.00,-1.04,-2.26,-1.53
590133,-0.03,-0.12,1.00,0.49,-2.26,-12.02
590149,-0.01,-0.11,1.00,0.73,-1.89,-14.77
590165,0.00,-0.12,1.00,0.43,-2.26,-13.18
590181,-0.00,-0.12,1.00,4.03,-2.26,-9.40
590197,-0.01,-0.12,1.01,2.20,-2.38,-8.67
590213,-0.01,-0.11,1.00,-0.92,-1.95,-9.83
590229,-0.01,-0.08,1.01,2.99,-1.46,-14.47
590245,-0.02,-0.06,1.01,0.18,-1.65,-18.92
590261,-0.03,-0.03,0.99,-2.87,-2.75,-29.05
590277,-0.01,-0.06,0.93,1.10,-2.75,-33.94
590293,-0.01,0.03,1.05,11.54,-2.32,-32.84
590309,-0.02,0.02,1.00,-0.79,-2.14,-31.49
590325,-0.04,0.06,1.00,-0.55,-3.17,-26.92
590341,-0.05,0.05,1.02,-3.11,-3.23,-26.92
590357,0.02,0.11,1.00,-16.54,-2.50,-23.86
590373,0.01,0.15,0.98,-10.01,-2.14,-17.33
590389,0.01,0.17,0.97,-3.17,-1.83,-13.79
590405,-0.01,0.20,0.98,13.31,-1.59,-4.39
590421,-0.00,0.23,1.02,20.69,-0.73,1.95
590437,-0.00,0.23,1.02,14.53,-1.34,3.72
590453,0.01,0.24,1.00,-0.43,-2.56,8.36
590469,0.02,0.24,1.01,-4.52,-2.38,7.45
590485,0.03,0.25,1.00,-5.00,-2.26,5.43
590501,0.05,0.31,1.01,-3.11,-2.32,1.04
590517,0.05,0.32,1.00,1.71,-2.38,-0.92
590533,0.05,0.35,0.99,4.88,-2.32,-1.22
590549,0.07,0.20,1.05,3.60,-2.08,-1.28
590565,-0.06,0.10,1.05,-30.82,-1.65,-5.19
590581,-0.08,0.02,0.95,-30.58,-1.71,-16.97
590597,0.02,0.08,0.98,1.16,-1.53,-34.18
590613,0.04,0.10,0.99,16.11,-1.71,-40.16
590629,0.06,0.17,1.00,21.91,-1.71,-40.71
590645,0.06,0.23,1.02,22.40,-1.77,-38.57
590661,0.05,0.25,1.01,1.71,-1.77,-34.18
590677,0.04,0.29,1.01,10.74,-1.89,-30.88
590693,0.06,0.31,1.00,5.43,-2.01,-20.14
590709,0.06,0.30,1.00,4.70,-1.95,-13.37
590725,0.06,0.29,1.00,2.38,-1.71,1.89
590741,0.04,0.25,1.01,1.10,-2.32,16.97
590757,0.04,0.23,1.00,-2.75,-2.87,23.62
590773,0.01,0.18,0.97,-10.01,-2.69,35.77
590789,-0.03,0.17,1.00,4.82,-1.46,43.15
590805,-0.03,0.15,1.00,5.37,-1.10,43.09
590821,-0.04,0.10,1.00,3.42,-1.28,43.95
590837,-0.03,0.04,1.01,1.71,-1.22,47.67
590853,-0.02,0.02,1.00,0.55,-0.98,48.34
590869,-0.03,-0.00,1.00,2.01,-1.83,45.53
590885,-0.05,0.04,1.01,4.76,-0.79,39.25
590901,-0.09,-0.02,0.99,-1.95,-0.85,35.71
590917,-0.09,-0.01,1.01,5.80,-1.65,27.34
590933,-0.01,-0.00,1.00,6.71,-1.53,21.97
590949,-0.01,-0.07,1.00,4.21,-1.10,18.74
590965,-0.05,-0.10,1.00,0.92,-1.40,11.60
590981,-0.05,-0.12,1.01,3.66,-1.10,13.61
590997,-0.03,-0.12,1.01,5.31,-1.59,17.76
591013,-0.04,-0.20,1.00,2.56,-1.16,21.91
591029,-0.03,-0.23,1.01,2.08,-1.34,20.08
591045,-0.01,-0.21,1.01,2.81,-1.65,17.33
591061,-0.00,-0.24,1.00,3.11,-2.01,11.35
591077,0.01,-0.31,1.01,2.32,-1.65,7.14
591093,0.00,-0.35,1.01,1.40,-1.71,6.47
591109,0.01,-0.43,1.01,0.00,-1.83,9.77
591125,-0.00,-0.49,1.01,-1.10,-1.77,10.07
591141,-0.01,-0.47,1.01,-0.24,-1.89,5.37
591157,-0.00,0.01,1.01,2.50,-1.77,1.40
591173,-0.04,-0.07,1.00,3.91,-1.40,2.87
591189,-0.07,-0.12,1.01,3.48,-1.40,5.80
591205,-0.03,-0.16,1.01,3.54,-1.34,15.20
591221,-0.01,-0.21,1.01,2.56,-1.10,22.83
591237,0.01,-0.25,1.01,1.71,-1.10,25.70
591253,0.04,-0.29,1.01,1.04,-1.28,26.49
591269,0.02,-0.32,1.01,0.12,-1.65,19.53
591285,0.00,-0.32,1.01,-0.92,-2.08,14.40
591301,0.00,-0.31,1.00,0.49,-1.89,2.50
591317,-0.02,-0.26,1.01,1.83,-1.89,-8.79
591333,-0.04,-0.23,1.01,0.18,-2.08,-13.61
591349,-0.06,-0.17,1.00,-1.59,-2.81,-20.75
591365,-0.05,-0.12,1.00,-0.85,-2.32,-24.90
591381,-0.05,-0.08,1.01,-1.53,-2.20,-24.60
591397,-0.03,-0.06,1.00,1.04,-2.75,-18.01
591413,-0.03,-0.05,1.00,0.24,-2.69,-13.49
591429,-0.04,-0.04,1.00,-1.77,-2.01,-13.55
591445,-0.04,0.01,1.01,0.24,-1.59,-16.24
591461,-0.01,0.00,1.01,-2.44,-2.56,-15.20
