time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
180022,0.01,0.01,1.00,1.65,-1.83,2.14
180037,0.01,0.01,1.00,1.65,-1.95,2.08
180053,0.00,0.01,1.00,1.59,-1.89,2.14
180069,0.01,0.01,1.00,1.53,-1.89,2.08
180085,0.01,0.01,1.00,1.59,-1.89,2.20
180101,0.01,0.01,1.00,1.59,-1.89,2.14
180117,0.00,0.01,1.00,1.59,-1.95,2.08
180133,0.01,0.01,1.00,1.65,-1.95,2.08
180149,0.01,0.01,1.00,1.59,-1.77,2.08
180165,0.01,0.01,1.00,1.65,-1.89,2.08
180181,0.01,0.01,1.00,1.59,-1.83,2.08
180197,0.01,0.01,1.00,1.53,-1.89,2.14
180213,0.01,0.01,1.00,1.59,-1.83,2.14
180229,0.01,0.01,1.00,1.65,-1.89,2.20
180245,0.01,0.01,1.00,1.59,-1.89,2.20
180261,0.01,0.01,1.00,1.59,-1.89,2.14
180277,0.01,0.01,1.00,1.65,-1.89,2.26
180293,0.01,0.01,1.00,1.59,-1.83,2.08
180309,0.01,0.01,1.00,1.65,-1.89,2.08
180325,0.01,0.01,1.00,1.71,-1.89,2.14
180341,0.00,0.01,1.00,1.59,-1.89,2.14
180357,0.01,0.01,1.00,1.59,-2.01,2.14
180373,0.01,0.01,1.00,1.65,-1.83,2.08
180389,0.01,0.01,1.00,1.59,-1.89,2.08
180405,0.01,0.01,1.00,1.65,-1.95,2.14
180421,0.01,0.01,1.00,1.65,-1.89,2.14
180437,0.01,0.01,1.00,1.59,-1.83,2.01
180453,0.00,0.01,1.00,1.53,-1.83,2.14
180469,0.01,0.01,1.00,1.65,-1.95,2.20
180485,0.01,0.01,1.00,1.65,-1.89,2.14
180501,0.01,0.01,1.00,1.65,-1.83,2.08
180517,0.01,0.01,1.00,1.59,-1.95,2.14
180533,0.01,0.01,1.00,1.65,-1.83,2.20
180549,0.01,0.01,1.00,1.65,-1.83,2.14
180565,0.01,0.01,1.00,1.59,-1.89,2.20
