time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
200022,-0.07,0.07,1.00,0.67,-1.53,1.40
200037,-0.06,0.05,1.00,0.61,-1.53,5.07
200053,-0.07,0.03,1.00,0.18,-1.77,9.16
200069,-0.08,0.02,1.00,-0.31,-2.01,10.74
200085,-0.09,0.01,1.00,-0.31,-1.83,12.63
200101,-0.09,0.02,1.00,0.24,-2.08,13.24
200117,-0.11,0.06,1.00,0.73,-2.26,13.73
200133,-0.12,0.08,1.00,2.69,-1.89,17.70
200149,-0.13,0.07,1.00,3.85,-1.04,22.71
200165,-0.12,0.05,1.00,3.30,-1.04,25.15
200181,-0.10,0.03,1.00,3.11,-1.16,28.50
200197,-0.09,0.00,1.00,3.05,-1.10,31.49
200213,-0.08,-0.02,1.00,2.01,-1.28,32.71
200229,-0.09,-0.05,1.00,1.34,-1.89,33.02
200245,-0.10,-0.05,1.01,1.46,-1.95,31.37
200261,-0.11,-0.04,1.00,-0.67,-1.34,30.33
200277,-0.10,-0.04,1.00,-1.59,-1.59,30.27
200293,-0.09,-0.05,1.01,-1.04,-1.34,31.86
200309,-0.08,-0.08,1.00,0.61,0.06,34.97
200325,-0.07,-0.12,1.00,3.54,-0.85,35.40
200341,-0.06,-0.12,1.00,4.27,-0.79,34.30
200357,-0.06,-0.14,1.01,2.69,-0.98,31.80
200373,-0.05,-0.14,1.00,2.62,-1.04,28.75
200389,-0.04,-0.14,1.01,3.36,-1.04,27.47
200405,-0.06,-0.14,1.01,2.26,-1.28,26.12
200421,-0.05,-0.14,1.01,3.54,-1.59,24.35
200437,-0.04,-0.14,1.01,4.03,-1.46,22.89
200453,-0.01,-0.17,1.00,3.36,-1.28,18.98
200469,0.02,-0.19,1.01,1.28,-1.77,14.89
200485,0.02,-0.20,1.01,1.22,-2.20,12.02
200501,0.00,-0.19,1.00,2.50,-1.89,4.09
200517,0.02,-0.15,1.01,1.71,-2.08,-5.13
200533,0.06,-0.12,1.01,1.22,-1.95,-8.00
200549,0.09,-0.08,1.00,1.65,-2.32,-9.95
200565,0.10,-0.05,1.00,1.46,-2.14,-6.77
200581,0.13,-0.02,1.00,0.55,-1.89,-4.64
200597,0.11,-0.08,1.00,4.88,-1.22,-2.81
200613,0.08,-0.08,1.00,2.69,-1.59,-5.31
200629,0.11,-0.07,1.01,3.30,-2.01,-5.92
200645,0.11,-0.04,1.00,2.14,-1.77,-8.06
200661,0.13,-0.00,1.00,2.01,-2.01,-9.70
200677,0.14,0.01,1.01,1.22,-2.20,-9.52
200693,0.12,-0.00,1.00,0.49,-1.95,-7.69
200709,0.12,-0.02,1.00,1.22,-1.40,-6.29
200725,0.12,-0.03,1.00,0.85,-1.53,-6.65
200741,0.12,-0.04,1.00,0.37,-1.89,-10.31
200757,0.11,-0.03,1.00,0.12,-1.89,-15.75
200773,0.10,-0.02,1.01,0.49,-1.95,-18.13
200789,0.08,-0.01,1.01,0.85,-2.20,-19.96
200805,0.06,-0.01,1.00,1.89,-2.75,-19.41
