time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
230022,-0.18,0.14,1.00,2.26,-1.95,23.93
230037,-0.19,0.11,1.00,2.99,-1.53,31.74
230053,-0.19,0.03,1.00,2.81,-1.22,41.20
230069,-0.20,-0.02,1.00,2.14,-1.46,42.48
230085,-0.22,-0.00,1.00,2.62,-0.61,41.69
230101,-0.23,0.04,1.00,2.56,-0.98,40.71
230117,-0.22,0.05,1.01,1.53,-0.61,42.79
230133,-0.23,0.03,1.00,0.79,-0.43,44.98
230149,-0.20,-0.05,1.00,2.20,0.18,47.06
230165,-0.13,-0.13,1.01,2.56,-0.61,46.81
230181,-0.11,-0.18,1.01,0.61,-1.34,46.81
230197,-0.08,-0.26,1.01,2.75,-0.06,44.13
230213,-0.03,-0.35,1.01,0.67,-0.18,37.72
230229,-0.01,-0.38,1.01,0.37,-1.59,32.17
230245,0.03,-0.37,1.01,2.56,-1.34,21.79
230261,0.03,-0.31,1.01,0.85,-1.59,10.50
230277,0.06,-0.28,1.01,0.98,-2.08,5.37
230293,0.07,-0.26,1.01,2.75,-2.38,-1.04
230309,0.10,-0.20,1.01,2.99,-1.53,-6.10
230325,0.09,-0.18,1.01,3.11,-1.16,-9.16
230341,0.11,-0.15,1.01,0.67,-1.71,-11.47
230357,0.13,-0.09,1.01,2.50,-1.65,-14.34
230373,0.13,-0.07,1.01,1.89,-1.59,-14.40
230389,0.14,-0.06,1.00,1.71,-2.26,-12.02
230405,0.15,-0.05,1.01,5.37,-1.53,-10.56
230421,0.15,-0.04,1.01,4.76,-1.34,-9.89
230437,0.15,-0.02,1.00,2.87,-1.40,-10.01
230453,0.15,0.01,1.00,4.27,-1.22,-10.93
230469,0.13,-0.01,1.00,3.66,-1.10,-11.11
230485,0.16,0.01,0.99,1.83,-1.71,-12.57
230501,0.15,-0.03,1.00,-0.61,-1.83,-11.41
230517,0.16,-0.02,1.01,-1.77,-1.83,-13.73
230533,0.16,-0.01,1.00,0.31,-2.20,-18.13
230549,0.13,-0.02,1.01,0.49,-2.69,-18.55
230565,0.11,-0.02,1.00,1.46,-2.62,-18.31
230581,0.07,-0.02,1.00,2.20,-1.40,-22.03
230597,0.08,0.01,1.01,0.49,-3.11,-26.31
230613,0.10,0.02,1.01,0.06,-3.23,-27.65
230629,0.11,0.04,1.00,0.85,-3.11,-30.09
230645,0.15,0.07,1.00,3.66,-2.56,-33.69
230661,0.16,0.09,1.00,4.15,-2.38,-34.85
230677,0.17,0.11,1.00,1.89,-2.87,-35.71
230693,0.17,0.13,1.00,2.81,-3.54,-33.81
230709,0.15,0.14,1.00,3.11,-2.87,-33.02
230725,0.09,0.15,1.00,1.53,-2.62,-29.48
230741,0.05,0.18,1.00,-0.67,-2.26,-20.81
230757,0.06,0.20,1.00,-0.61,-2.69,-16.05
230773,0.04,0.19,1.00,-0.37,-2.20,-8.97
230789,0.05,0.15,1.00,1.04,-2.56,-5.80
230805,0.04,0.13,1.00,1.53,-1.59,-5.55
230821,0.04,0.13,1.00,-0.31,-3.05,-6.90
230837,-0.01,0.14,1.00,1.71,-2.32,-8.42
