time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
90022,0.02,0.03,1.14,-15.26,-2.81,15.08
90037,-0.00,0.00,1.25,-10.74,5.86,12.82
90053,-0.02,0.00,1.29,-5.13,6.96,11.66
90069,-0.06,0.03,1.36,3.54,5.31,7.63
90085,-0.08,0.08,1.40,5.19,-3.23,2.75
90101,-0.08,0.10,1.41,3.97,-10.07,0.85
90117,-0.09,0.13,1.38,4.64,-23.86,0.06
90133,-0.08,0.15,1.32,7.02,-34.85,3.72
90149,-0.08,0.15,1.28,6.96,-38.45,6.53
90165,-0.04,0.14,1.21,4.70,-41.63,11.90
90181,-0.03,0.09,1.17,5.68,-41.63,16.17
90197,-0.02,0.06,1.15,6.59,-39.67,16.91
90213,-0.03,0.04,1.14,9.03,-34.30,15.01
90229,-0.03,0.03,1.14,6.90,-31.49,10.25
90245,-0.02,0.04,1.14,7.20,-31.68,8.00
90261,-0.03,0.05,1.13,12.57,-34.42,6.41
90277,-0.03,0.04,1.12,18.68,-40.95,8.06
90293,-0.02,0.04,1.07,20.32,-45.10,8.48
90309,-0.02,0.02,1.00,22.22,-49.74,7.08
90325,-0.01,0.02,0.97,21.61,-48.22,2.81
90341,0.01,0.03,0.93,21.06,-46.63,0.61
90357,0.03,0.05,0.90,24.90,-43.40,-2.20
90373,0.03,0.08,0.89,28.99,-41.93,-3.66
90389,0.03,0.13,0.87,35.40,-39.86,-3.23
90405,0.03,0.16,0.87,30.09,-40.83,-0.92
90421,0.03,0.15,0.86,22.95,-42.60,0.49
90437,0.05,0.11,0.82,8.85,-46.69,1.46
90453,0.07,0.09,0.77,7.32,-49.07,-0.85
90469,0.08,0.08,0.73,9.52,-49.13,-1.59
90485,0.11,0.11,0.67,12.63,-48.03,-3.17
90501,0.14,0.12,0.61,12.08,-42.54,-4.21
90517,0.14,0.13,0.58,11.35,-38.45,-4.03
90533,0.16,0.14,0.55,8.30,-28.87,-3.42
90549,0.18,0.14,0.55,6.65,-18.19,-1.95
90565,0.18,0.14,0.55,6.96,-13.18,-0.67
90581,0.18,0.13,0.57,8.36,-5.00,1.28
90597,0.17,0.14,0.58,5.80,-0.67,0.37
90613,0.17,0.15,0.58,3.66,0.92,-0.37
90629,0.18,0.17,0.58,-1.46,2.81,-1.71
90645,0.19,0.20,0.58,-5.25,3.48,-1.77
90661,0.19,0.20,0.57,-5.37,4.09,-0.85
90677,0.19,0.19,0.57,-3.48,7.87,2.93
90693,0.20,0.18,0.59,-4.46,13.85,6.65
90709,0.21,0.17,0.61,-6.16,16.78,7.45
90725,0.20,0.15,0.65,-8.42,23.25,7.02
90741,0.18,0.12,0.71,-8.42,28.32,6.47
90757,0.16,0.11,0.75,-7.69,29.54,5.62
90773,0.12,0.11,0.81,-4.03,31.80,3.11
90789,0.11,0.16,0.87,-0.98,29.72,-0.79
90805,0.10,0.18,0.89,-1.46,26.31,-2.56
90821,0.09,0.21,0.89,-5.98,19.78,-2.14
90837,0.10,0.19,0.89,-9.89,17.40,2.62
90853,0.11,0.17,0.89,-10.99,17.88,5.49
90869,0.11,0.13,0.91,-13.18,20.20,8.42
90885,0.10,0.11,0.94,-15.69,23.38,6.71
90901,0.11,0.11,0.95,-16.72,24.35,4.70
90917,0.12,0.12,0.97,-18.31,26.25,1.83
90933,0.11,0.13,1.00,-14.53,29.79,2.32
90949,0.09,0.13,1.01,-11.54,32.17,3.97
90965,0.08,0.13,1.04,-9.09,35.46,7.02
90981,0.07,0.10,1.08,-12.39,37.54,8.00
90997,0.08,0.09,1.10,-14.83,38.51,7.63
91013,0.07,0.08,1.15,-17.15,38.09,4.70
91029,0.04,0.06,1.18,-16.11,33.69,1.28
91045,0.02,0.06,1.18,-14.28,31.74,0.37
91061,-0.01,0.07,1.19,-9.64,29.66,-0.73
91077,-0.00,0.09,1.20,-9.16,26.86,1.22
91093,0.01,0.07,1.22,-9.58,24.11,2.87
91109,0.00,0.05,1.20,-10.99,15.69,3.66
91125,-0.00,0.04,1.16,-12.21,8.00,0.67
91141,-0.01,0.04,1.14,-10.74,6.10,-0.37
91157,-0.00,0.06,1.09,-6.35,6.29,-0.61
