timestamp,ch6,ch5,ch4,ch3,ch2,ch1,ch0,temp,humi
0,3647946,1512136,393759,3242217,8219901,8222730,7594260,32.228885,97.291524
10,3647731,1512380,393772,3242174,8159771,8161708,7547015,32.329595,97.315938
20,3648036,1512259,393747,3242121,8150097,8151360,7540549,32.228885,97.254902
30,3647893,1512159,393750,3241985,8148619,8149957,7540260,32.188602,97.227436
40,3647812,1512256,393801,3241807,8148343,8149528,7539781,32.269169,97.271687
50,3648060,1512337,393788,3241915,8148213,8149663,7539772,32.188602,97.251850
60,3647919,1512300,393825,3241783,8148212,8149277,7539767,32.148318,97.271687
70,3648097,1512177,393788,3242309,8148213,8149508,7540016,32.128176,97.244221
80,3648094,1512127,393764,3241822,8148144,8149590,7540055,32.168460,97.273213
90,3648020,1512161,393791,3242165,8148210,8149694,7540681,32.168460,97.224384
100,3648180,1512287,393735,3241908,8148339,8149551,7540046,32.108034,97.267109
110,3648101,1512296,393741,3242190,8148231,8149470,7539674,32.168460,97.224384
120,3647925,1512246,393779,3242098,8148168,8149374,7539413,32.208743,97.228962
130,3648043,1512146,393785,3242280,8148334,8149531,7539665,32.148318,97.222858
140,3648112,1512317,393771,3242097,8148306,8149419,7539771,32.168460,97.285420
150,3648097,1512296,393777,3241933,8148366,8149584,7539716,32.188602,97.251850
160,3648232,1512370,393726,3241648,8148029,8149311,7539774,32.208743,97.289998
170,3648139,1512277,393774,3242029,8148207,8149626,7540111,32.168460,97.273213
180,3648154,1512349,393791,3241939,8148057,8149346,7539514,32.148318,97.271687
190,3648186,1512437,393744,3242036,8148024,8149232,7539665,32.148318,97.271687
200,3648268,1512398,393693,3241885,8148145,8149302,7539515,32.188602,97.264057
210,3648271,1512477,393734,3241896,8148126,8149573,7539788,32.108034,97.267109
220,3648321,1512269,393713,3242169,8148012,8149334,7539217,32.087892,97.264057
230,3648283,1512364,393708,3241994,8148070,8149534,7539473,32.128176,97.280842
240,3648440,1512333,393728,3242265,8148048,8149225,7539706,32.108034,97.279316
250,3648308,1512292,393692,3242125,8147999,8149286,7539612,32.108034,97.267109
260,3648287,1512525,393706,3242096,8148049,8149258,7539951,32.128176,97.256428
270,3648392,1512267,393759,3242301,8147986,8149250,7540010,32.108034,97.242695
280,3648512,1512184,393721,3242076,8148009,8149339,7539917,32.128176,97.268635
290,3648270,1512301,393739,3242423,8148094,8149374,7539260,32.128176,97.280842
300,3648575,1512280,393704,3242372,8148138,8149346,7539674,32.047608,97.259480
310,3648353,1512158,393666,3242254,8148364,8149470,7539895,32.027466,97.282368
320,3648570,1512417,393739,3242185,8148191,8149409,7540035,32.108034,97.279316
330,3648483,1512168,393736,3242218,8148264,8149298,7540339,32.027466,97.270161
340,3648578,1512243,393694,3242207,8147966,8149365,7539861,32.047608,97.259480
350,3648553,1512238,393686,3242301,8147885,8149194,7539664,32.007324,97.268635
360,3648411,1512081,393718,3242189,8147909,8149245,7539972,32.007324,97.280842
370,3648548,1512016,393722,3242110,8148100,8149406,7540092,32.027466,97.282368
380,3648516,1512143,393713,3242301,8147741,8149062,7539677,32.007324,97.256428
390,3648541,1512147,393742,3242460,8148372,8149380,7539875,31.987182,97.253376
400,3648709,1512381,393693,3242280,8148017,8149108,7539481,32.027466,97.270161
410,3648603,1512269,393728,3242449,8148065,8149201,7539549,31.987182,97.241169
420,3648596,1512167,393660,3242504,8148116,8149143,7539262,32.007324,97.268635
430,3648790,1512506,393682,3241997,8148207,8149635,7539174,31.967041,97.300679
440,3648691,1512306,393713,3242128,8148065,8149247,7539460,31.946899,97.261006
450,3648922,1512348,393744,3242241,8148213,8149411,7539698,31.926757,97.283894
460,3648682,1512275,393744,3242128,8148124,8149356,7540108,32.007324,97.280842
470,3648637,1512377,393730,3242417,8148207,8149504,7539892,31.987182,97.277790
480,3648935,1512421,393679,3242455,8147821,8149187,7539709,31.926757,97.296101
490,3648743,1512393,393739,3242436,8148000,8149486,7539885,31.946899,97.285420
500,3648833,1512215,393692,3242656,8148259,8149229,7539807,31.906615,97.293050
510,3648872,1512305,393714,3242372,8148103,8149278,7539886,31.987182,97.265583
520,3648883,1512366,393773,3242543,8147923,8149260,7539860,31.886473,97.267109
530,3648806,1512317,393712,3242204,8148043,8149298,7540186,31.926757,97.283894
540,3648936,1512351,393704,3242523,8147911,8149363,7540251,31.946899,97.309834
550,3648791,1512273,393682,3242422,8147795,8149155,7539753,31.886473,97.279316
560,3648853,1512349,393715,3242459,8148098,8149032,7539469,31.967041,97.276265
570,3648840,1512434,393674,3242386,8147820,8149109,7539502,31.906615,97.280842
580,3648836,1512171,393670,3242521,8147702,8149184,7539569,31.826047,97.285420
590,3648903,1512288,393659,3242652,8148017,8149151,7539463,31.926757,97.283894
600,3648998,1512256,393720,3242268,8147849,8148996,7539342,31.906615,97.317464
610,3649016,1512449,393695,3242377,8148198,8149392,7539698,31.866331,97.253376
620,3648991,1512338,393677,3242635,8148031,8149458,7539437,31.866331,97.277790
630,3649034,1512449,393718,3242680,8147972,8149283,7539306,31.886473,97.279316
640,3649044,1512287,393715,3242589,8148108,8149190,7539540,31.846189,97.262531
650,3649188,1512234,393706,3242754,8148186,8149329,7539445,31.926757,97.308309
660,3649115,1512271,393658,3242585,8148273,8149579,7539093,31.846189,97.274739
670,3649323,1512297,393642,3242472,8147821,8149225,7539045,31.846189,97.274739
680,3649138,1512159,393652,3242583,8148078,8149518,7539528,31.826047,97.285420
690,3649194,1512306,393645,3242563,8147993,8149338,7539968,31.745480,97.276265
700,3649222,1512259,393666,3242377,8147835,8149267,7539157,31.886473,97.267109
710,3649175,1512156,393694,3242517,8148145,8149259,7539460,31.785763,97.268635
720,3649171,1512108,393623,3242461,8147815,8148978,7539096,31.866331,97.265583
730,3649167,1511965,393658,3242464,8148286,8149346,7539383,31.826047,97.297627
740,3649153,1512132,393655,3242662,8148118,8149220,7539243,31.745480,97.251850
750,3649156,1512069,393716,3242542,8147987,8149129,7539296,31.866331,97.314412
760,3649298,1512011,393672,3242574,8147824,8149322,7539466,31.866331,97.289998
770,3649386,1512152,393647,3242343,8147973,8149237,7538952,31.846189,97.299153
780,3649302,1512292,393709,3242387,8147955,8149057,7538615,31.846189,97.323568
790,3649337,1512293,393655,3242573,8148161,8149289,7539035,31.866331,97.302205
800,3649417,1512231,393631,3242819,8147714,8149026,7538979,31.826047,97.309834
810,3649293,1512141,393663,3242469,8148051,8149335,7538783,31.805905,97.282368
820,3649496,1512091,393657,3242562,8147891,8149330,7539050,31.805905,97.270161
830,3649390,1512230,393687,3242713,8147903,8149453,7538856,31.805905,97.318990
840,3649412,1512082,393641,3242694,8147857,8149107,7539086,31.906615,97.305257
850,3649476,1512253,393641,3242748,8147834,8149133,7539175,31.866331,97.302205
860,3649495,1512031,393669,3242702,8147791,8149018,7539062,31.846189,97.286946
870,3649547,1512205,393687,3242585,8147953,8149355,7539123,31.846189,97.311360
880,3649340,1512053,393715,3242755,8147911,8149079,7539070,31.805905,97.318990
890,3649584,1512114,393698,3242632,8147965,8149241,7539076,31.846189,97.274739
900,3649464,1512113,393704,3242887,8147509,8149073,7538993,31.846189,97.262531
910,3649610,1512078,393589,3242947,8148012,8149253,7539230,31.846189,97.286946
920,3649312,1512235,393643,3242632,8147916,8148990,7538996,31.805905,97.306783
930,3649537,1512265,393642,3243001,8147764,8149216,7539255,31.725338,97.273213
940,3649580,1512222,393644,3242935,8148080,8149246,7539547,31.866331,97.314412
950,3649520,1512125,393653,3242718,8147723,8148960,7539405,31.805905,97.306783
960,3649487,1512054,393616,3242909,8148167,8149520,7539654,31.805905,97.294575
970,3649536,1512291,393667,3242568,8148039,8149284,7539469,31.826047,97.285420
980,3649581,1512301,393670,3242905,8147699,8149070,7539151,31.805905,97.318990
990,3649615,1512267,393686,3242767,8147855,8149067,7539306,31.785763,97.305257
1000,3649442,1512148,393678,3242733,8147977,8148991,7539149,31.785763,97.305257
1010,3649589,1512251,393529,3242557,8148017,8149385,7539211,31.745480,97.276265
1020,3649629,1512308,393635,3242841,8147876,8149112,7538824,31.805905,97.306783
1030,3649722,1512142,393666,3243009,8147877,8149075,7539384,31.785763,97.305257
1040,3649714,1512050,393665,3242886,8147857,8149176,7539403,31.805905,97.294575
1050,3649544,1512051,393648,3243152,8147982,8149100,7539447,31.805905,97.270161
1060,3649546,1512019,393650,3242850,8148308,8149477,7539362,31.785763,97.317464
1070,3649713,1511932,393666,3242867,8148026,8149151,7539462,31.846189,97.299153
1080,3649586,1511928,393648,3242886,8147944,8149456,7539605,31.765621,97.277790
