timestamp,ch6,ch5,ch4,ch3,ch2,ch1,ch0,temp,humi
0,3715424,1494784,391603,3253105,8220452,8223164,7594885,33.296407,98.336767
10,3715222,1494849,391598,3253215,8159844,8161680,7547722,33.316548,98.387121
20,3715323,1494707,391643,3252848,8150266,8151513,7541244,33.356832,98.379492
30,3715161,1494601,391643,3252722,8148738,8150003,7540441,33.336690,98.339818
40,3715263,1494725,391630,3252775,8148421,8149482,7539902,33.356832,98.367285
50,3715082,1494701,391602,3252541,8148383,8149635,7540005,33.296407,98.348974
60,3715174,1494556,391621,3252902,8148196,8149485,7540086,33.296407,98.348974
70,3715210,1494648,391588,3252747,8148320,8149624,7539665,33.376974,98.393225
80,3714959,1494670,391637,3252595,8148235,8149622,7539832,33.356832,98.367285
90,3715212,1494521,391580,3252898,8148253,8149680,7539798,33.316548,98.338293
100,3715046,1494703,391606,3252534,8148334,8149380,7539867,33.296407,98.348974
110,3715059,1494559,391635,3252588,8148380,8149519,7540198,33.296407,98.348974
120,3715016,1494790,391615,3252510,8148277,8149479,7540229,33.316548,98.350500
130,3714949,1494524,391602,3252575,8148410,8149600,7540456,33.336690,98.376440
140,3714980,1494617,391574,3252525,8148125,8149296,7539943,33.336690,98.376440
150,3715001,1494542,391627,3252562,8148199,8149509,7540593,33.336690,98.376440
160,3714897,1494566,391658,3252879,8148315,8149423,7540225,33.376974,98.344396
170,3714860,1494650,391591,3252713,8148283,8149475,7540150,33.336690,98.364233
180,3714816,1494511,391583,3252267,8148454,8149674,7539975,33.336690,98.352026
190,3714782,1494632,391643,3252288,8148090,8149294,7540350,33.276265,98.358129
200,3714783,1494643,391603,3252488,8148280,8149485,7540269,33.296407,98.373388
210,3714615,1494574,391620,3252813,8148339,8149729,7540329,33.336690,98.352026
220,3714572,1494637,391581,3252568,8148175,8149464,7539741,33.276265,98.358129
230,3714488,1494486,391574,3252506,8148421,8149505,7540114,33.316548,98.350500
240,3714534,1494518,391663,3252430,8148263,8149610,7540214,33.256123,98.368811
250,3714442,1494449,391584,3252505,8148466,8149826,7540697,33.316548,98.350500
