timestamp,ch0,ch1,ch2,ch3,ch4,ch5,ch6,temp,humi
0,1.011472749710083,0.7844584465026855,0.0768789768218994,0.3489194869995117,1.1774614334106446,1.178326177597046,0.9506775856018066,125.0,100.0
10,1.011485767364502,0.7845033645629883,0.0768809795379638,0.3489511013031006,1.168672657012939,1.1693315505981443,0.9462186813354492,125.0,100.0
20,1.0114617347717283,0.7845265388488769,0.0768908500671386,0.3488502502441406,1.1672979354858397,1.1679183483123778,0.945801830291748,125.0,100.0
30,1.0114623069763182,0.7845085144042968,0.0768814086914062,0.3488609790802002,1.1670823574066165,1.1676682949066162,0.9457752227783203,125.0,100.0
40,1.0114535808563232,0.7845431327819824,0.0768776893615722,0.348925495147705,1.167048454284668,1.1676459789276123,0.9457489013671875,125.0,100.0
50,1.0114776134490966,0.7845399856567382,0.076884126663208,0.3488890171051025,1.1670331478118896,1.1675976276397704,0.9457134246826171,125.0,100.0
60,1.0114387035369872,0.7845381259918213,0.0768751144409179,0.3488420963287353,1.1670418739318846,1.1676172256469726,0.9457178592681884,125.0,100.0
70,1.011436414718628,0.7845518589019775,0.0768702507019043,0.3488459587097168,1.1670453071594238,1.1676090717315672,0.945708417892456,125.0,100.0
80,1.0114952087402342,0.784517240524292,0.076867389678955,0.3488152027130127,1.1670162677764893,1.1675837516784668,0.9457444667816162,125.0,100.0
90,1.011307668685913,0.7846630096435546,0.0768719673156738,0.3487923145294189,1.1671604633331298,1.1674980640411377,0.9457049846649169,125.0,100.0
100,1.011342144012451,0.7845899105072022,0.0768698215484619,0.3488319396972656,1.1672173976898192,1.1677937507629397,0.9457185745239257,125.0,100.0
110,1.0113438606262206,0.7845231056213379,0.0768672466278076,0.3488043308258056,1.1669589042663573,1.1676591396331786,0.9455732345581054,125.0,100.0
120,1.0112721920013428,0.7845687389373779,0.0768765449523925,0.3487900257110595,1.1670494556427002,1.16765398979187,0.9455596446990966,125.0,100.0
130,1.0112284183502196,0.7846683025360107,0.0768560886383056,0.3487714290618896,1.1671395778656006,1.167641830444336,0.9454858303070068,125.0,100.0
140,1.011442995071411,0.7846155166625977,0.0768483638763427,0.3488767147064209,1.167029571533203,1.167482614517212,0.9458058357238769,125.0,100.0
