timestamp,tgs2600,tgs2603,tgs2611,tgs2602,micsD,micsH,micsA,temp,humi
0,3777288,3212296,379875,3105855,8228551,8232590,7542115,27928,16864
10,3776847,3212385,379896,3105863,8168057,8171177,7496115,27872,16870
20,3776863,3212368,379823,3105319,8159338,8161648,7490494,27896,16874
30,3776279,3212501,379891,3105642,8157749,8159837,7489816,27888,16881
40,3777589,3212528,379848,3105616,8157650,8159583,7489896,27888,16889
50,3778008,3212435,379802,3105375,8157755,8159890,7489736,27848,16889
60,3777875,3212529,379816,3105384,8157620,8159837,7489790,27864,16892
70,3777171,3212548,379783,3105111,8157605,8159692,7489609,27880,16871
80,3778201,3212613,379905,3105042,8157311,8159662,7489524,27880,16887
90,3777329,3212640,379858,3105091,8157486,8159793,7489792,27888,16881
100,3777524,3212707,379841,3104957,8157344,8159439,7489510,27888,16889
110,3777544,3212752,379841,3104792,8157589,8159747,7489949,27896,16890
120,3777282,3212664,379836,3105093,8157558,8159624,7490324,27880,16863
130,3778067,3212816,379789,3105028,8157436,8159612,7489853,27880,16895
140,3778462,3212699,379825,3104681,8157700,8159725,7490049,27896,16882
150,3778495,3212782,379881,3104817,8157402,8159572,7489851,27888,16865
160,3777614,3212794,379759,3104683,8157521,8159647,7489640,27896,16866
170,3778373,3212830,379786,3104887,8157539,8159936,7489586,27888,16857
180,3777699,3212919,379789,3104853,8157315,8159498,7489457,27896,16882
190,3778067,3213029,379846,3104900,8157518,8159665,7489834,27888,16897
200,3777631,3212847,379740,3105065,8157389,8159709,7489898,27888,16873
210,3777658,3213016,379821,3104989,8157335,8159613,7489912,27896,16858
220,3778704,3213126,379810,3104678,8157578,8159949,7489916,27864,16884
230,3778514,3213312,379825,3105129,8157405,8159615,7490135,27880,16879
240,3777576,3213201,379834,3105062,8157642,8159741,7490366,27912,16877
250,3777902,3213075,379811,3104969,8157334,8159698,7489995,27880,16871
260,3777633,3213239,379873,3104967,8157645,8159629,7490079,27880,16863
270,3776605,3213295,379854,3105170,8157490,8159378,7489643,27880,16863
280,3778429,3213325,379837,3104699,8157619,8159793,7490387,27872,16894
290,3777102,3213245,379819,3104507,8157432,8159660,7490242,27888,16881
300,3778127,3213394,379811,3105075,8157216,8159557,7489924,27888,16889
310,3778632,3213350,379812,3104930,8157257,8159670,7490053,27888,16889
320,3777455,3213349,379857,3105015,8157363,8159502,7490246,27880,16863
330,3778759,3213368,379843,3105273,8157229,8159536,7489981,27896,16890
340,3778355,3213568,379834,3104761,8157356,8159324,7490048,27896,16882
350,3776745,3213496,379819,3105041,8157222,8159357,7489905,27904,16892
360,3778220,3213347,379872,3104972,8157225,8159560,7489949,27896,16898
370,3777365,3213404,379775,3105007,8157424,8159453,7490060,27888,16873
380,3777420,3213568,379790,3104935,8157253,8159172,7489996,27856,16875
390,3777863,3213435,379828,3104699,8157255,8159652,7490079,27888,16865
400,3778030,3213733,379867,3104997,8157337,8159386,7490122,27888,16873
410,3778023,3213637,379810,3105168,8157599,8159783,7490211,27904,16892
420,3777533,3213634,379805,3105095,8157383,8159455,7490179,27896,16866
430,3777861,3213798,379826,3105074,8157343,8159447,7489740,27896,16850
440,3777700,3213626,379764,3105096,8157340,8159506,7489595,27856,16859
450,3778142,3213713,379813,3105246,8157299,8159499,7489321,27880,16871
460,3779041,3213814,379828,3105063,8157273,8159385,7489367,27888,16881
470,3778797,3213917,379825,3105094,8157429,8159505,7489266,27912,16877
480,3778122,3213970,379798,3105221,8157485,8159541,7490033,27888,16873
490,3778449,3213996,379803,3105078,8157329,8159627,7489941,27880,16855
500,3778235,3214043,379796,3105106,8157168,8159233,7490029,27904,16884
510,3778218,3213862,379878,3105425,8157163,8159563,7489831,27920,16870
520,3778458,3213964,379799,3105228,8157441,8159310,7489904,27912,16893
530,3779050,3214155,379790,3105082,8157400,8159439,7489843,27872,16870
540,3778131,3214007,379841,3105032,8157283,8159398,7489926,27864,16884
550,3777747,3214074,379799,3104816,8157202,8159623,7489857,27896,16866
560,3778277,3214222,379793,3105036,8157318,8159557,7490002,27896,16874
570,3778033,3214138,379837,3105310,8157436,8159697,7489937,27888,16865
580,3779053,3214196,379872,3105207,8157317,8159601,7489777,27880,16871
590,3778238,3214305,379819,3105077,8157362,8159718,7489854,27888,16881
600,3779181,3214382,379812,3104763,8157473,8159712,7489412,27904,16868
610,3778954,3214403,379806,3104797,8157389,8159569,7489635,27896,16874
620,3778747,3214405,379837,3105018,8157652,8159517,7489599,27920,16870
630,3778267,3214336,379823,3105244,8157281,8159628,7489793,27880,16887
640,3778206,3214423,379803,3104958,8157433,8159444,7490024,27888,16889
650,3778414,3214500,379834,3105232,8157289,8159600,7489834,27896,16874
660,3778765,3214394,379782,3104756,8157464,8159611,7489602,27880,16871
670,3778734,3214445,379850,3105051,8157412,8159279,7489552,27872,16846
680,3778057,3214520,379822,3105454,8157205,8159538,7489408,27896,16858
690,3778264,3214590,379832,3105369,8157471,8159487,7489743,27904,16884
700,3778815,3214553,379721,3104791,8157091,8159472,7489393,27896,16874
710,3778910,3214677,379796,3104677,8157144,8159464,7489643,27896,16874
720,3778694,3214635,379765,3105141,8157340,8159557,7489728,27880,16847
730,3778072,3214690,379788,3105005,8157358,8159604,7489672,27872,16870
740,3778945,3214840,379816,3105063,8157369,8159492,7489900,27888,16865
750,3779022,3214732,379782,3105101,8157230,8159515,7489577,27896,16850
760,3779162,3214842,379858,3105493,8157396,8159211,7489924,27904,16876
770,3779373,3214686,379794,3105137,8157436,8159594,7490057,27872,16878
780,3778996,3214902,379853,3105474,8157459,8159528,7489614,27896,16858
790,3779426,3214791,379833,3105224,8157314,8159589,7489380,27888,16889
800,3779326,3214922,379818,3105445,8157056,8159559,7489171,27896,16882
810,3778774,3215094,379822,3104943,8157283,8159480,7489626,27896,16882
820,3779475,3214877,379823,3105404,8157324,8159514,7489798,27888,16857
830,3779988,3215083,379859,3105001,8157205,8159356,7489462,27888,16881
840,3778500,3215084,379806,3105110,8157206,8159408,7489171,27880,16879
850,3778320,3215016,379856,3105003,8157467,8159567,7489416,27872,16862
860,3779589,3215165,379810,3105550,8157289,8159408,7489136,27880,16871
870,3779242,3215124,379844,3104959,8157388,8159549,7489222,27880,16863
880,3779230,3215302,379784,3105265,8157191,8159279,7489281,27888,16873
