timestamp,tgs2600,tgs2603,tgs2611,tgs2602,micsD,micsH,micsA,temp,humi
0,4208088,3815908,461629,2859434,8228326,8232463,7510267,27384,19310
10,4208408,3815859,461608,2859219,8167641,8170741,7464122,27384,19318
20,4207026,3816089,461584,2859139,8158563,8160876,7458311,27392,19304
30,4207073,3815913,461593,2858994,8157128,8159486,7457519,27376,19301
40,4208626,3816084,461585,2858693,8156976,8158962,7457485,27416,19300
50,4207367,3815979,461601,2858773,8156872,8159172,7457367,27384,19310
60,4208147,3816159,461552,2858472,8156891,8159055,7457517,27392,19280
70,4207149,3816192,461589,2858542,8157112,8159246,7457451,27400,19297
80,4208311,3816200,461600,2858922,8156798,8159011,7457525,27400,19313
90,4207126,3816198,461605,2859011,8156888,8159133,7457325,27392,19288
100,4207218,3816198,461594,2858522,8156672,8158894,7457283,27384,19302
110,4207265,3816372,461582,2858388,8156735,8159027,7457522,27400,19297
120,4207634,3816457,461578,2858654,8156856,8158928,7457430,27416,19308
130,4208925,3816418,461589,2858690,8156810,8159036,7457131,27384,19286
140,4208199,3816437,461551,2858364,8156660,8158893,7457105,27368,19315
150,4208068,3816438,461588,2858889,8156988,8159100,7457098,27384,19294
160,4208740,3816512,461589,2858609,8156698,8158889,7457129,27368,19283
170,4208487,3816500,461618,2858713,8156626,8158749,7456996,27408,19306
180,4208605,3816524,461593,2858811,8156694,8158828,7457065,27416,19300
190,4208138,3816543,461631,2858551,8156900,8159069,7457150,27416,19308
200,4208066,3816672,461605,2859037,8156782,8158885,7456769,27384,19302
210,4209400,3816893,461586,2858811,8156815,8158997,7456940,27408,19298
220,4208001,3816911,461647,2858549,8157019,8159156,7456844,27384,19310
230,4208205,3816882,461530,2858889,8156836,8158989,7457155,27392,19280
240,4207933,3816901,461587,2858598,8156839,8159074,7457027,27408,19282
250,4209125,3816901,461618,2858657,8156758,8158941,7457246,27376,19301
260,4208813,3817040,461591,2858649,8156766,8158928,7457199,27400,19313
270,4209032,3816925,461577,2858895,8157036,8159003,7457162,27408,19290
280,4209595,3816919,461582,2858799,8156867,8158980,7457180,27400,19289
290,4209808,3817240,461619,2858843,8156869,8158980,7457066,27416,19292
300,4209216,3816983,461647,2858865,8156835,8159120,7457222,27376,19277
310,4209079,3817164,461614,2858801,8156820,8158993,7457256,27400,19297
320,4209613,3817103,461610,2858800,8156904,8159050,7457209,27432,19287
330,4208896,3817215,461620,2858909,8156882,8159241,7457236,27392,19280
340,4208831,3817297,461588,2858844,8156726,8158840,7456921,27416,19300
350,4209118,3817327,461622,2858769,8156697,8158921,7457225,27424,19309
360,4209356,3817354,461641,2858683,8156850,8158940,7457325,27392,19320
370,4209434,3817159,461580,2858749,8156961,8159006,7457241,27416,19308
380,4209062,3817341,461558,2858640,8156645,8158812,7457264,27416,19284
390,4209309,3817497,461574,2858793,8156664,8158874,7457210,27392,19288
400,4209061,3817528,461612,2858950,8156694,8159002,7457096,27392,19280
410,4209768,3817515,461572,2858864,8156949,8159073,7457037,27392,19296
420,4209403,3817560,461569,2858822,8157069,8158997,7457039,27376,19293
430,4208622,3817771,461597,2858525,8156754,8159043,7457169,27408,19290
440,4209540,3817674,461598,2858791,8156773,8159035,7457340,27376,19293
450,4209331,3817573,461619,2858525,8156940,8159052,7457190,27416,19292
460,4209664,3817757,461601,2858934,8156912,8159115,7457288,27408,19290
470,4209903,3817884,461588,2858765,8156809,8158957,7457284,27360,19290
480,4209446,3817782,461623,2858601,8156646,8158924,7457087,27384,19318
490,4210328,3817897,461600,2859114,8156797,8158943,7457191,27376,19301
500,4209739,3817931,461600,2858754,8157043,8159091,7457306,27408,19306
510,4209865,3817971,461618,2858803,8156806,8159022,7457027,27376,19285
520,4210442,3817851,461588,2858620,8156797,8159158,7457212,27416,19292
